Full filepath,Full Class Index,sensitivityscore_before_features.7,sensitivityscore_before_features.19,sensitivityscore_before_features.20,sensitivityscore_before_features.21,sensitivityscore_before_features.22,sensitivityscore_before_features.23,sensitivityscore_before_features.24,sensitivityscore_before_features.25,sensitivityscore_before_features.26,sensitivityscore_before_features.27,sensitivityscore_before_features.28,sensitivityscore_After_features.28_0.5,sensitivityscore_After_features.28_0.6,sensitivityscore_After_features.28_0.7,sensitivityscore_After_features.28_0.8
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,0.00061007636,0.0028875393,0.003686171,-0.0020345123,-0.0010353014,0.0009972694,-0.00020056055,0.017951393,0.012787564,0.008794952,0.008472556,0.03677243,0.025082383,0.010036994,0.02019272
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,-0.0074303094,0.014852112,0.020412492,0.019318957,0.015687682,0.0406765,0.044513904,0.045480914,0.08521077,0.06720245,0.03527794,0.037874207,0.024931673,0.02369228,0.021884594
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.009818492,0.009822947,0.0082146125,0.017412428,0.0071971877,0.022957897,0.025508795,0.02652131,0.041616343,0.023931954,0.033989135,0.01831222,0.01624867,0.019099679,0.017204206
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,-0.0031847688,0.0141536435,0.0047855973,0.004452631,0.004781743,-0.0046384316,0.0053828172,0.010829877,0.020781493,0.023322321,0.029420525,0.03557235,0.029996745,0.022811925,0.016059116
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,-0.003273624,0.002148874,0.0005515589,0.0015565945,-0.0012312568,0.001015364,-0.008456,-0.003812546,0.013305305,0.00032923068,0.024352297,0.035577957,0.02064215,0.013331981,0.00974117
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,0.0009296397,0.0072722347,0.0018111441,-0.0079781525,-0.0032428629,-0.0045690914,-0.015408769,0.00576529,0.02794449,0.006704933,0.014105125,0.034715027,0.026097916,0.008952451,0.022513902
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,-0.001454466,-0.00036194455,-0.0017163985,-0.0065099397,-0.0026443158,-0.011169562,0.020805273,0.0077282656,0.03178441,0.0067568193,0.023989214,0.03445209,0.013702115,0.015216289,0.012184026
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.00019156639,-0.0070924032,-0.006475551,-0.0020958015,-0.0031919277,0.0010686187,-0.022760801,-0.00033924961,0.027441883,0.006443185,0.016283315,0.036059253,0.019020922,0.006925646,0.011461798
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,-0.007173463,0.011106242,0.0006232783,0.008578032,0.011316214,0.033559404,0.039135948,0.041823514,0.03948868,0.03256357,0.03335611,0.04236044,0.022331126,0.016315209,0.012864331
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.0056548845,-0.014542646,-0.0050106244,-0.003991865,0.0010061918,-0.0124534415,-0.0022820313,0.011440282,0.012583897,0.0014723372,0.01381279,0.030204892,0.016592316,0.010651054,0.010645508
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,-0.001418928,-0.010157195,-0.004446315,-0.0003080836,0.0041875015,0.012249295,-0.0037192265,0.015469669,0.04401759,0.014471652,0.039007425,0.03749423,0.025740283,0.025193207,0.017031189
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,-0.0004506973,-0.009324088,-0.0015814966,-0.0028179297,0.0069451323,0.008884693,-0.022533454,0.0028616698,0.0071945023,-0.011578856,0.009377675,0.035754524,0.02052683,0.011992361,0.014805864
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,0.004117773,0.012628257,0.002278888,0.0104859695,0.009314407,0.007603685,0.026318016,-0.0007506353,0.010265581,0.028436733,0.03555898,0.02495439,0.019223735,0.02071752,0.010271553
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,0.0006371577,0.013860672,0.0038623556,-0.00060426746,0.0067866817,-0.0059938915,0.024042793,-0.002479508,0.026870033,0.041486166,0.039875045,0.023207597,0.040415812,0.03840914,0.017079271
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,0.0021494646,0.0072575854,0.013545189,0.009693997,0.0070685777,0.017783841,0.03477888,0.009502526,0.031481262,0.047888808,0.0431192,0.026562048,0.034726344,0.035018705,0.020466842
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,0.008077043,0.0041403924,0.014127817,0.011034494,0.00090651354,-0.00018405076,0.026384905,0.013420752,0.018946093,0.034620162,0.03803032,0.031024532,0.033767022,0.035837255,0.017901048
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.00452457,0.019058757,0.010443051,0.0119919535,0.007017388,0.0083403895,0.008026979,0.0030074045,0.021603722,0.043282248,0.007413679,0.01426801,0.0263521,0.03269926,0.014558846
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,0.0018457543,0.003380759,-0.0037415815,0.007704539,0.0053312024,0.008267899,0.029968806,0.0027846228,0.013282146,0.03976672,0.021434441,0.028459534,0.033336148,0.035410825,0.02074299
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,0.00046602823,0.014953412,0.0114261005,-0.00017704896,0.0008865592,-0.018099975,0.013030414,0.012511787,0.0027074476,0.019708995,0.020729473,0.027970528,0.036400497,0.03728479,0.017628778
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,-0.0010703616,0.0017718172,0.0069356407,0.007373473,-0.00072627375,0.00037477352,0.02126003,-0.00012950227,0.03337089,0.058849987,0.03880699,0.032599032,0.043342017,0.03750599,0.020716388
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,0.00016549596,0.0068556294,-0.010381581,0.0019345102,-0.00014891615,-0.005308694,0.026347112,0.0061123967,-0.000312438,0.008648934,0.030290512,0.026140284,0.03140566,0.02996882,0.007629187
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,-0.0043561193,0.004274259,0.008119458,0.0077463733,0.008045042,0.005093214,0.043813832,0.02610137,0.022262972,0.047908537,0.04653153,0.027048044,0.039131906,0.045717258,0.017060943
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,0.00037537963,0.006225141,0.005081227,0.004014004,0.007479133,0.012278594,0.029694133,-0.0021240856,0.0063994206,0.014305593,0.036665183,0.02624116,0.033721186,0.038725723,0.02296039
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,0.00021784742,-0.011114452,-0.008328592,-0.007156196,-0.0040104426,-0.020660706,0.005129192,-0.008675413,0.014611578,-0.00068416307,0.022293925,0.024356466,0.03148441,0.034929562,0.009802802
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,-0.0007152216,0.0014972832,0.0062557603,-0.006807775,-0.00025402312,-0.0052630166,0.014404763,-0.004084662,0.030818,0.048457216,0.04660096,0.023613568,0.037174918,0.04391569,0.015646482
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,-0.004101863,0.007237491,0.007603215,0.010938086,0.0030111345,0.0018080785,0.045297697,0.0199355,-0.00039034523,0.015995687,0.025363816,0.022695448,0.025813235,0.02834516,0.013815118
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.0071135415,0.007450741,0.003097915,0.010334028,-0.0003898685,0.0051497226,0.03739859,0.011650851,0.019394923,0.04484032,0.04578948,0.038498983,0.047396515,0.044842824,0.020596832
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,0.0026606147,0.004487188,0.010175244,-0.0012053617,0.0011542594,0.001934066,0.037303153,-0.0026426236,0.039501697,0.04845614,0.051525086,0.031273358,0.034041125,0.042818543,0.018059902
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,0.0016096624,0.020446807,0.0067634652,0.0059234374,0.0031472945,0.0033426783,0.007310902,-0.021596257,-0.015832694,-0.0026458213,0.018621143,0.025557078,0.02954363,0.02884706,0.011438391
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,-0.0015285508,0.0065020113,0.011659163,0.012200614,0.006470288,0.020831292,0.01663139,-0.0034960797,0.031273372,0.03429059,0.015427672,0.028265726,0.03224551,0.027950227,0.006453799
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,0.003107192,0.013076031,0.0020609782,0.008624257,0.013424669,0.017444644,0.019165186,-0.010402486,0.018046966,0.0400785,0.014192349,0.03202468,0.025936672,0.029781744,0.013281625
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.0010697487,0.009682247,0.003480985,0.010356796,0.003701597,0.002257717,0.044616837,0.013767879,0.012192945,0.026386425,0.03635574,0.014299693,0.01741792,0.023966186,0.011974465
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,-0.0013223015,-0.002350311,-0.0013513413,0.00957309,0.0026273886,0.0037026186,0.042070143,0.013722103,0.02902105,0.036415726,0.04362616,0.021690734,0.035473563,0.044817194,0.018358976
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,2,-0.008752768,0.013787087,0.00906924,-0.0015407153,0.0064766034,0.00020505581,0.015902454,0.0032777947,0.009892812,0.036476865,0.010553802,0.02832799,0.034994647,0.03640609,0.0106556555
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,0.0060697324,0.015316854,0.0142928455,0.008036724,0.007935939,0.012906777,0.03732514,0.021987997,0.038245283,0.071957596,0.038561396,0.027722627,0.028536659,0.040987678,0.011882979
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,0.0033828241,-0.002486708,-0.0054516033,0.0066499594,0.0029952894,-0.0032444056,0.011951454,-0.0008294566,0.03512158,0.055703428,0.04153809,0.021013208,0.020810824,0.027713729,0.008923279
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,0.0035877666,0.00967641,0.016057316,0.00030475634,0.004108774,0.0060932315,0.022403318,0.006606252,0.046744466,0.0655059,0.034237437,0.02546746,0.03533518,0.029678106,0.019266589
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,0.009685201,0.010567403,0.0048298077,0.0021563785,0.0009259288,0.008507127,0.019433612,-0.010099048,0.008085876,0.032267913,0.023442298,0.022029918,0.020771535,0.032468785,0.014335701
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,0.00574015,0.023936218,0.01975367,0.0167183,0.010170815,0.017931715,0.045473564,0.0102099,0.04291711,0.05716322,0.044029824,0.023038983,0.029956497,0.025481256,0.013116768
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,-0.006113054,0.017587863,0.004733312,0.0063612554,0.0006649238,0.0019201908,0.0071591204,-0.020772435,0.004318215,0.0113310255,0.010452505,0.02043673,0.021606758,0.03287092,0.02089473
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,0.0056669046,0.0034128486,0.011059896,0.0052653193,0.005587328,0.001603657,0.04524872,0.029719263,0.04115121,0.04184095,0.04067819,0.029082954,0.02875772,0.031784438,0.0136012295
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,-0.0009210233,0.005226223,-0.0033820784,0.004949848,-0.0019834565,-0.008416032,0.039071172,0.012782498,0.01645706,0.025576537,0.017532125,0.027536888,0.02475661,0.0364773,0.015186636
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,0.0052000014,0.016784959,0.0060489173,0.009710621,0.0019486829,0.015873374,0.014479097,-0.015617926,-0.0379557,-0.00660106,0.016178446,0.02092607,0.01771079,0.04423974,0.016029535
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,0.008015519,0.015108663,0.010447564,0.010305063,0.0075992695,-0.0011897803,0.032033965,0.02748156,0.010732123,0.03065228,0.030108802,0.038270272,0.036801793,0.042430438,0.013957434
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,0.0009806885,0.013664924,0.008247313,0.012120318,0.011539878,0.0046504433,0.059872963,0.042680703,0.046571247,0.05375766,0.049609832,0.029581344,0.039755657,0.04883996,0.013536427
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,0.0041862056,-0.0058067357,-0.0072619678,-0.004317676,-0.004328616,-0.026156206,0.016664997,-0.011606548,0.0058494974,0.04401969,0.03354615,0.02118099,0.030146599,0.033781946,0.016978107
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,-0.001987968,0.034491867,0.022471387,0.0047678617,0.0048406427,0.0035406456,0.05159669,0.04863006,0.016229354,0.045964304,0.042275943,0.023521204,0.033504445,0.03781365,0.027031422
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,-0.0009003296,-0.0030229609,0.0051925667,0.0028296572,-0.0051054647,0.0049529695,-0.0038823956,-0.014214136,0.018553521,0.026325336,0.019225772,0.021032177,0.030290546,0.020117395,0.005656299
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,0.00016275828,0.0022595236,0.006935032,0.0025880313,0.007376747,-0.0012519269,0.021585556,-0.0099023655,0.016040709,0.037076663,0.028717263,0.027417185,0.02942083,0.038109764,0.013878357
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,-0.0009973465,-0.002447028,-0.0068753688,0.0014905559,-0.0014831673,0.0041815313,0.017189309,0.00084353844,-0.01113604,0.018456977,0.0019931775,0.017048828,0.02541351,0.03510513,0.009132819
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,2,0.0024661336,0.004651163,0.006614932,0.0020881232,-0.0023426302,0.018272543,0.038440265,0.0028792555,0.039027408,0.038871437,0.01473701,0.019290194,0.032563813,0.03456777,0.008587282
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,-0.0012925481,0.007823387,-0.0011806733,0.0021126335,-0.00037574192,-0.013283593,0.019205375,0.0039701234,0.0031688246,0.012261895,0.014874482,0.024833286,0.03503252,0.03244076,0.0142363515
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,-0.0015123494,0.012126796,0.011798267,0.003020701,0.003355228,0.010758075,-0.00054995576,-0.013971398,-0.0027287519,0.0064097727,-0.0002896574,0.01562586,0.014150472,0.017257769,0.0033531543
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,0.004782576,0.0021950607,-0.0015659689,0.0003630726,0.00791925,-0.004113204,0.0321761,0.01636297,0.022339357,0.026532669,0.04486609,0.025376013,0.025687717,0.035601966,0.015404318
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,-0.0027501574,-0.0057194894,0.010280751,0.005382054,0.0051966226,0.006451022,0.022597888,-0.0034207236,-0.002609557,0.023060942,0.02015249,0.018817462,0.016180804,0.025104685,0.007177364
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,0.0039290404,0.017720645,0.01299838,0.0017157383,0.0025374028,-0.00059832376,0.012824182,0.012318131,-0.00083999336,0.017487183,0.003947678,0.028770614,0.03848695,0.045879457,0.025920462
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,2,0.000531167,0.006531562,0.0018652814,0.008749593,0.00033989002,0.010072151,0.025979973,-0.004584389,0.0035927284,0.024892084,0.022562167,0.026467964,0.03764015,0.041620076,0.0096708145
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,-0.0028015855,-0.00039125676,0.0112273,0.009412717,0.002946491,0.025006732,0.027485017,-0.010888203,0.029433146,0.05108068,0.036710214,0.0037677428,0.02376853,0.019751325,0.0025905217
