Full filepath,Full Class Index,features.0,features.2,features.4,features.5,features.7,features.9,features.10,features.12,features.14,features.16,features.17,features.19,features.21,features.23,features.24,features.26,features.28,features.30
/home/multiclass_classification/deer/train/d494bc0806.jpg,0,0.000629863,0.000620236,0.003966873,0.004291316,0.007865512,0.028386153,0.01651033,0.005904637,0.010035424,0.02366296,0.027498513,0.011480304,0.009464106,0.021837596,0.02561742,0.024052553,0.03920094,0.08203877
/home/multiclass_classification/deer/train/8e2539f451.jpg,0,0.007133102,0.004222721,0.006801015,0.004445417,0.005367043,0.021991063,0.014571477,0.015070703,0.014859926,0.04136315,0.024327964,0.013776625,0.007156635,0.013721079,0.03204972,0.023769386,0.03226098,0.05712615
/home/multiclass_classification/deer/train/image_10.jpg,0,0.00340354,0.000537736,0.005011072,0.008710767,0.013670195,0.024278812,0.01834875,0.008263807,0.007219839,0.023647595,0.01073093,0.00951465,0.007290609,0.023306772,0.040277097,0.02915505,0.04218299,0.089311786
/home/multiclass_classification/deer/train/144086ceeb.jpg,0,0.001479488,0.002530509,0.003398644,0.000809546,0.005727008,0.012466301,0.01297641,0.006915777,0.009353837,0.015120938,0.017046154,0.01171219,0.001486194,0.0147864,0.034958243,0.014818518,0.025615234,0.051697306
/home/multiclass_classification/deer/train/14dbe5af8e.jpg,0,0.004029186,0.005267353,0.011342961,0.009283435,0.005630043,0.02102476,0.008283912,0.008296355,0.004427929,0.010719264,0.001738002,0.002384133,0.004405967,0.022432376,0.010976426,0.021570109,0.030261856,0.069539666
/home/multiclass_classification/deer/train/194468fb71.jpg,0,0.004670033,0.002814848,0.009450698,0.000820366,0.008612124,0.017916353,0.012988551,0.008408848,0.004115909,0.006709014,0.002825945,0.004520147,0.005959366,0.021615457,0.026794497,0.029783908,0.02660837,0.049666125
/home/multiclass_classification/deer/train/ba47096484.jpg,0,0.001652922,0.001258964,0.002890301,-0.001207513,0.007638408,0.020657409,0.006087139,0.006226996,0.004534017,0.008871213,0.006047933,0.00277042,0.0049971,0.031423856,0.04360682,0.01953758,0.03330964,0.08744913
/home/multiclass_classification/deer/train/f59831ed90.jpg,0,0.000738228,0.000379653,0.002958945,0.002093493,0.004795987,0.008624203,0.011457089,0.000378951,0.010492086,0.027449971,0.031738833,0.03315799,0.019786922,0.052691963,0.05067488,0.02179366,0.045349106,0.085564636
/home/multiclass_classification/deer/train/77de761e2b.jpg,0,0.00282985,0.003828607,0.002916015,-0.000202796,0.005534865,0.01855422,0.010565748,0.006621358,0.014624418,0.036457315,0.018918507,0.020766063,0.001064817,0.008947659,0.033872966,0.016860345,0.024836889,0.034993596
/home/multiclass_classification/deer/train/40a63aaa33.jpg,0,0.0021982,0.002520644,0.012651293,0.006865278,0.007596027,0.006271076,0.013449997,0.009739939,0.011386031,0.018790107,0.023993243,0.016438775,0.009975972,0.047559805,0.03500487,0.03121387,0.040515315,0.09872672
/home/multiclass_classification/deer/train/4ee20f3a03.jpg,0,-0.000617028,0.000639324,0.006977969,-0.001409139,0.006625518,0.012240394,0.014902988,0.006499829,0.012083445,0.030720446,0.028586166,0.00604285,0.006412818,0.030568302,0.04167892,0.030490786,0.03996776,0.08851225
/home/multiclass_classification/deer/train/023892ab38.jpg,0,0.002806958,0.001960832,0.002605551,0.004569048,0.003291905,0.020540383,0.003576446,0.003258501,0.008854501,0.014041565,0.008537,0.011083003,0.005811387,0.030828437,0.039297838,0.028752599,0.036132574,0.07472526
/home/multiclass_classification/deer/train/30c632fe0b.jpg,0,-0.000699598,-0.001775316,-0.000907431,0.003596533,0.003220692,0.01416916,0.010705831,0.016154578,0.010080298,0.025389522,0.023029257,0.015191549,0.013733849,0.03493485,0.02111661,0.044763014,0.022143936,0.045835886
/home/multiclass_classification/deer/train/a1a47404e7.jpg,0,-0.002754841,7.60E-05,0.003948041,-0.005117321,0.001466758,0.002811676,0.000317896,0.002566299,0.001298044,0.004941091,0.003130643,0.007973736,0.000427787,0.000531732,0.03050125,0.004676685,0.010238279,0.037335593
/home/multiclass_classification/deer/train/ce7440f340.jpg,0,0.002243423,0.006220904,0.013032595,0.008262981,0.006992844,0.013479323,0.00605829,0.007487418,0.005913612,0.011728894,0.00099204,0.016972663,0.008701923,0.038436413,0.026103757,0.041111097,0.049070682,0.10344678
/home/multiclass_classification/deer/train/322ace93d4.jpg,0,0.002657349,0.003051525,0.006935003,0.003175477,0.004435762,0.015400072,0.00757972,0.004065961,0.00290601,-0.002346882,-0.002237527,0.000270179,0.003209577,0.002316004,0.02622649,0.011829807,0.019353937,0.028681323
