Full filepath,Full Class Index,features.0.0_0.5,features.1.block.0.0_0.5,features.1.block.1.0_0.5,features.2.block.0.0_0.5,features.2.block.1.0_0.5,features.2.block.2.0_0.5,features.3.block.0.0_0.5,features.3.block.1.0_0.5,features.3.block.2.0_0.5,features.4.block.0.0_0.5,features.4.block.1.0_0.5,features.4.block.2.fc1_0.5,features.4.block.2.fc2_0.5,features.4.block.3.0_0.5,features.5.block.0.0_0.5,features.5.block.1.0_0.5,features.5.block.2.fc1_0.5,features.5.block.2.fc2_0.5,features.5.block.3.0_0.5,features.6.block.0.0_0.5,features.6.block.1.0_0.5,features.6.block.2.fc1_0.5,features.6.block.2.fc2_0.5,features.6.block.3.0_0.5,features.7.block.0.0_0.5,features.7.block.1.0_0.5,features.7.block.2.0_0.5,features.8.block.0.0_0.5,features.8.block.1.0_0.5,features.8.block.2.0_0.5,features.9.block.0.0_0.5,features.9.block.1.0_0.5,features.9.block.2.0_0.5,features.10.block.0.0_0.5,features.10.block.1.0_0.5,features.10.block.2.0_0.5,features.11.block.0.0_0.5,features.11.block.1.0_0.5,features.11.block.2.fc1_0.5,features.11.block.2.fc2_0.5,features.11.block.3.0_0.5,features.12.block.0.0_0.5,features.12.block.1.0_0.5,features.12.block.2.fc1_0.5,features.12.block.2.fc2_0.5,features.12.block.3.0_0.5,features.13.block.0.0_0.5,features.13.block.1.0_0.5,features.13.block.2.fc1_0.5,features.13.block.2.fc2_0.5,features.13.block.3.0_0.5,features.14.block.0.0_0.5,features.14.block.1.0_0.5,features.14.block.2.fc1_0.5,features.14.block.2.fc2_0.5,features.14.block.3.0_0.5,features.15.block.0.0_0.5,features.15.block.1.0_0.5,features.15.block.2.fc1_0.5,features.15.block.2.fc2_0.5,features.15.block.3.0_0.5,features.16.0_0.5
/home/multiclass_classification/deer/train/178f861075.jpg,0,-0.002732995,-0.001850337,-0.003324901,-0.006493644,-0.005606182,0.002019644,-0.002392322,-0.001234079,-0.025364429,-0.005561103,-0.013805656,0.8144915,-0.09859975,-0.031591214,0.013042147,0.008936089,0.3271407,0.2787783,0.012204751,-0.003664402,-0.001269851,-0.1539157,-0.01959332,-0.009044142,-0.00689019,-0.022345534,-0.04009684,-0.01797529,-0.016627466,-0.030343223,-0.002024894,0.001287609,-0.021594567,-0.014328048,-0.004022898,-0.004401469,-0.003629521,-0.007343944,0.067543484,0.069384515,-0.03488972,-0.024079455,-0.008149812,-0.082184754,-0.022925103,-0.020995203,0.00561203,0.006075773,-0.04850949,0.042582307,0.012764532,-0.011677562,-0.009480266,0.05022885,0.05256378,0.043212198,0.011317633,0.011694811,0.025670856,0.04081787,0.06885736,0.061027892
/home/multiclass_classification/deer/train/818c7331ca.jpg,0,0.001212149,0.002348722,0.003834955,-0.000935482,-8.99E-05,-0.005474612,0.004027607,0.003693473,-0.017413678,-0.000418613,-0.02357158,0.6161264,0.08044538,-0.012181593,0.004472958,0.006446504,0.3672756,0.14124522,0.011055097,0.000256297,-0.003820186,-0.7685657,-0.20260713,0.01333481,-0.01780808,-0.015862351,-0.03426238,0.000687742,-0.008530596,-0.00964688,-0.003075612,-0.004022387,-0.00476191,-0.013198085,0.001293559,0.012407374,0.00969789,-0.003003539,-0.10178994,0.041879594,0.000326588,0.008503336,0.017957797,0.20317388,0.047376815,0.02755614,0.008994169,0.010033885,-0.019298282,0.002585751,0.08193648,0.000448252,-0.013132548,0.05007082,0.03761329,0.06560454,0.014918827,0.025742058,-0.060810573,-0.029559629,0.042448714,0.060073003
/home/multiclass_classification/deer/train/acd18cc8bc.jpg,0,0.002348242,-0.008794086,-0.017787598,-0.00891941,-0.008776342,-0.017579123,0.001060463,-0.007225109,-0.017640632,-0.010999003,-0.004231851,0.889004,-0.4056838,0.001503391,0.006607304,0.002997845,0.21217999,0.15379716,-0.020918984,-0.001355591,-0.00946716,-0.026987925,0.012634095,5.84E-05,-0.010475698,0.014881264,0.001026969,-0.002361146,0.021187916,0.031079777,0.004179851,0.00144025,-0.004887172,-0.018359035,-0.023799857,-0.038980115,0.007028269,0.019350823,0.21184534,0.17222312,-0.009666006,-0.008174634,0.001309314,-0.032772273,0.004805036,0.024741547,0.020357102,0.029244713,-0.12215521,0.017643662,0.08665151,0.017712757,0.005813724,0.077452645,0.0312701,0.08322993,0.01362028,0.033637773,0.10756019,0.045863777,0.035260048,0.08471813
/home/multiclass_classification/deer/train/8775fbf2a1.jpg,0,-0.005098288,-0.003736543,-0.019814909,-0.010690095,-0.002877605,-0.016611325,-0.005826454,-0.005619563,-0.033801496,-0.001311541,-0.026232474,0.9538527,-0.30696696,-0.019496601,-0.006678137,-0.001809435,0.074870236,0.13965905,-0.000146858,-0.003081249,-0.016816013,-0.07826028,0.14152116,-0.005495896,-0.012295232,-0.015952032,-0.019267315,-0.003421542,-0.009589648,-0.024428315,-0.003259999,-0.009702455,0.047662206,0.011988493,-0.001874449,-0.020069258,0.006017708,0.006825156,0.005617343,0.03324427,-0.007411867,0.013432667,0.012674684,0.0633985,-0.04239787,0.010017392,0.004149233,0.008317641,-0.10793448,0.020140737,0.04397255,0.011630716,-0.010916925,0.09564477,0.103512704,0.07021488,0.035074968,0.03533148,0.07651615,0.05333405,0.055988934,0.05869568
/home/multiclass_classification/deer/train/9e2a0b6fe8.jpg,0,0.000201231,-0.000782826,0.002638136,0.0019644,0.001348456,-0.010569535,-0.000731013,-0.000104875,-0.017039657,-0.00159732,0.01633848,0.84047484,-0.43269306,0.005745849,-0.002739977,-0.005008448,0.22564836,0.20305996,-0.018849961,-0.00804138,-0.007178578,0.04734093,0.07255664,-0.030601488,-0.011762763,0.001430981,-0.014350995,-0.012332045,-0.009777601,-0.001272408,-0.001315867,-0.002480636,-0.016222997,-0.001528572,0.000480495,0.013271493,0.006690434,0.006665827,0.16867381,0.06843421,-0.00243387,-0.001484155,0.001543473,0.034147903,-0.028394727,0.0544639,0.013404457,0.014810131,-0.09248172,-0.036510523,0.035801113,0.007049042,0.007388754,0.16239052,-0.009668889,0.08459233,0.015771527,0.015861152,0.013594395,-0.009227851,0.04595797,0.06403884
/home/multiclass_classification/deer/train/ceef5fc0ea.jpg,0,-0.000270244,-0.000776215,-0.003361054,-0.00501831,-0.006648474,-0.016833572,0.002319029,-0.002745731,0.002498658,-0.016046498,-0.011106634,0.859759,-0.4164545,-0.013912324,-0.009522231,-0.000656403,0.23149431,-0.01611261,-0.021987373,-0.009234415,-0.001602117,-0.013827086,0.16194001,0.005106875,-0.005776583,-0.001781723,-0.023305656,-0.000434645,-0.008102415,0.011634973,0.023192292,0.010361592,-0.007791262,0.001282344,-0.005002633,0.006777186,0.002244299,0.003628116,0.09930776,0.11804026,0.008402918,0.008391204,0.009596719,-0.042851068,-0.006732442,0.005988278,-0.002630631,-0.006334519,-0.14433333,-0.034891237,0.030132229,0.016573347,0.04865863,0.06866453,0.061742432,0.043498114,-0.004600444,-5.00E-05,-0.08039443,-0.056545593,0.03168127,0.02983446
/home/multiclass_classification/deer/train/image_23.jpg,0,0.003842077,-0.001143317,-0.009004151,-0.001985858,0.002673927,-0.009675086,0.005691894,-0.008184412,-0.021437306,-0.010745753,0.001967781,0.9493934,-0.24626416,0.011893813,-0.004860165,-0.000188051,0.28075695,-0.06352966,-0.0166299,-0.009794857,0.006826408,0.17050903,-0.047596592,0.005495314,-0.004818952,-0.011672488,-0.044680636,-0.02777525,-0.03464575,-0.019080576,-0.016315855,-0.013189083,-0.00185353,0.003897345,0.004876548,-0.045376338,0.018940201,0.001366565,0.04307565,0.089217134,-0.024872378,-0.022660438,-0.002954226,0.076722644,-0.034899443,-0.003629412,0.013101077,0.010980284,-0.1358213,0.0357486,0.046968434,0.016074982,0.003460279,0.10842317,0.06945446,0.03093947,-0.00422845,0.000452024,0.022127219,0.048567813,0.03574364,0.0684132
/home/multiclass_classification/deer/train/04eec54def.jpg,0,0.000363558,-0.004943181,-0.009506824,-0.003164635,-0.002409288,-0.011735063,-0.00274935,-0.003779103,-0.006917674,-0.007250699,-0.030942442,0.8942102,-0.386506,-0.03144517,0.011343771,0.006882554,0.14541063,0.27821952,-0.015957534,-0.002771166,-0.024959534,-0.048772343,-0.0799821,-0.04523763,-0.024970181,-0.027677687,-0.045959152,-0.00230428,0.000468691,0.006224109,-0.011895252,0.002257207,0.021599457,-0.005113034,-0.009420089,-0.032017212,-0.008638909,-0.002185568,0.27020213,0.15796405,-0.007901002,-0.003550058,0.002044593,0.05962383,-0.013112261,0.007784037,0.005945674,0.016996656,0.10551603,0.037575502,0.032841697,-0.001671553,-0.005715443,-0.010910887,0.017804435,0.025714938,0.005424935,0.00857243,0.072816245,-0.006533394,0.019668557,0.07150078
/home/multiclass_classification/deer/train/7576b528f9.jpg,0,0.003868611,-0.00618794,-0.019071193,-0.005024884,0.000181397,-0.01044466,0.003108172,-0.001329878,-0.006897254,-0.012050766,-0.0301912,0.8752129,-0.40069395,-0.023120545,-0.000518085,-0.002762197,0.30509442,0.19805631,-0.012481513,-0.002968082,-0.000411332,0.00692489,-0.11325743,-0.018562939,-0.006799087,-0.017152708,-0.03874753,-0.007155258,-0.014482711,-0.001416047,0.01232108,-0.00446509,0.022063825,0.00123214,0.000259001,-0.006889307,0.00501876,-0.003155928,0.061928965,0.09211759,-0.008941111,0.001516001,0.006565562,0.08915463,0.08489869,0.032421906,0.017499097,0.021488234,-0.012106981,0.042042788,0.08316664,0.026646255,0.002719286,0.1468628,0.031320974,0.07456589,0.017003838,0.005876925,0.015506581,0.04480729,0.048731327,0.049153566
/home/multiclass_classification/deer/train/image_1.jpg,0,0.000615768,-0.006539052,0.005014219,0.000542325,0.001695895,-0.004883693,-0.00318989,-0.005423268,-0.01001106,-0.00043043,-0.018404037,0.88257825,-0.4103397,-0.005550194,0.008282298,0.006942955,0.10288526,0.1352529,-0.012123496,0.005324882,-0.006768985,0.061984554,0.08237469,-0.029892929,-0.016072087,-0.016414322,-0.0418152,-0.001346918,0.006076038,0.020040387,-0.008996738,-0.007988006,-0.003255347,-0.004990073,0.000206193,-0.007679622,0.010714738,-0.007030326,0.11183061,0.14599839,-0.052811027,-0.01442476,-0.005235149,-0.087521,-0.04558099,-0.006583003,0.006646155,0.012883289,-0.04725217,0.08423055,0.02801564,0.000729961,0.000193667,0.11583026,0.052836664,0.048410714,0.009052014,0.017300691,0.093635246,0.017786521,0.033078782,0.07714527
