Full filepath,Full Class Index,sensitivityscore_before_features.11.block.2.fc1,sensitivityscore_After_features.11.block.2.fc1_0.5,sensitivityscore_After_features.11.block.2.fc1_0.6,sensitivityscore_After_features.11.block.2.fc1_0.7,sensitivityscore_before_features.11.block.2.fc2,sensitivityscore_After_features.11.block.2.fc2_0.5,sensitivityscore_After_features.11.block.2.fc2_0.6,sensitivityscore_After_features.11.block.2.fc2_0.7,sensitivityscore_before_features.12.block.2.fc1,sensitivityscore_After_features.12.block.2.fc1_0.5,sensitivityscore_After_features.12.block.2.fc1_0.6,sensitivityscore_After_features.12.block.2.fc1_0.7,sensitivityscore_before_features.12.block.2.fc2,sensitivityscore_After_features.12.block.2.fc2_0.5,sensitivityscore_After_features.12.block.2.fc2_0.6,sensitivityscore_After_features.12.block.2.fc2_0.7,sensitivityscore_before_features.13.block.2.fc1,sensitivityscore_After_features.13.block.2.fc1_0.5,sensitivityscore_After_features.13.block.2.fc1_0.6,sensitivityscore_After_features.13.block.2.fc1_0.7,sensitivityscore_before_features.13.block.2.fc2,sensitivityscore_After_features.13.block.2.fc2_0.5,sensitivityscore_After_features.13.block.2.fc2_0.6,sensitivityscore_After_features.13.block.2.fc2_0.7,sensitivityscore_before_features.14.block.2.fc1,sensitivityscore_After_features.14.block.2.fc1_0.5,sensitivityscore_After_features.14.block.2.fc1_0.6,sensitivityscore_After_features.14.block.2.fc1_0.7,sensitivityscore_before_features.14.block.2.fc2,sensitivityscore_After_features.14.block.2.fc2_0.5,sensitivityscore_After_features.14.block.2.fc2_0.6,sensitivityscore_After_features.14.block.2.fc2_0.7,sensitivityscore_before_features.15.block.2.fc1,sensitivityscore_After_features.15.block.2.fc1_0.5,sensitivityscore_After_features.15.block.2.fc1_0.6,sensitivityscore_After_features.15.block.2.fc1_0.7,sensitivityscore_before_features.15.block.2.fc2,sensitivityscore_After_features.15.block.2.fc2_0.5,sensitivityscore_After_features.15.block.2.fc2_0.6,sensitivityscore_After_features.15.block.2.fc2_0.7,sensitivityscore_before_features.16.0,sensitivityscore_After_features.16.0_0.5,sensitivityscore_After_features.16.0_0.6,sensitivityscore_After_features.16.0_0.7
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,0,0.31006575,0.07323215,0.05043634,0.006016113,-0.00034870207,-0.022438023,-0.06224588,0.021340229,0.0027657598,0.026922846,0.12520158,0.13236949,-0.031016313,-0.15911141,0.030523846,0.037943933,0.11482103,0.08397664,0.035532292,-0.02306107,0.018932555,0.01935013,-0.06139253,-0.103221074,0.060280927,-0.0619888,-0.09501773,0.036239367,0.06462018,-0.05854246,-0.01537491,0.040199608,0.04009747,-0.09743607,-0.13457388,-0.02362817,0.01984103,0.009470801,0.041645676,0.06706768,0.00027514528,0.051874604,0.046485037,0.022313135
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,0,0.002916813,-0.0062953085,-0.0062482283,0.0032379404,-0.044698585,0.044910774,0.06899038,0.03759734,0.04758189,-0.07404062,0.01738578,-0.125215,-0.03854511,0.038504507,-0.010196833,0.014841497,0.046454445,-0.05727744,0.032702345,-0.047107078,-0.033852313,-0.01815932,-0.021244379,-0.09317987,0.039903875,-0.03413783,0.10176329,0.08578792,0.024275381,0.03426586,0.09052619,0.09201871,-0.107746094,-0.034086443,-0.025799027,0.056057163,-0.034241676,0.022181924,0.0074913427,0.053260908,-0.0058041173,0.0141475545,0.006479798,-0.0055704713
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,0,-0.13813652,-0.18812886,-0.057306863,-0.03404616,-0.022886313,0.06740368,0.029377807,0.0015557408,-0.22382814,-0.056162946,0.022551123,0.11819148,-0.02131787,0.13920262,0.012142759,0.04299765,-0.047421396,-0.06347054,-0.08824861,-0.04327036,-0.01470654,-0.008732683,-0.011343748,0.008055161,0.035546653,0.13599777,0.11077349,0.042967096,0.05496898,-0.06707159,-0.03293265,0.04707164,0.09093419,-0.03449553,-0.038517028,-0.042640116,0.07476359,0.015291825,0.006725605,0.03715235,0.011143403,0.049677342,0.04635291,0.015394447
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,0,-0.050129764,0.18560274,0.07479975,0.11077687,0.0028634537,0.009856071,-0.073558815,0.055278905,-0.20288903,-0.0609587,0.06375934,-0.03921868,-0.03607101,-0.054488573,0.17048647,0.05497413,-0.100943,0.1783736,0.084770575,0.13143499,-0.07366688,-0.029150937,-0.07135452,-0.05364888,0.119599,0.12775266,0.052342318,-0.062062122,0.053621903,0.12721881,0.058088385,-6.318465e-05,0.03588406,-0.08375909,-0.060942154,-0.027638396,0.093382284,0.017255249,0.0007290095,0.021636428,0.0027758703,0.05292166,0.033558868,0.0049837083
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.jpg,0,0.24190402,-0.19121605,-0.10284888,-0.047678366,0.011987805,0.025876068,0.00929657,-0.0128875,0.11783314,0.14980108,0.07803767,0.14794211,-0.059528418,0.09670942,0.041142862,-0.083676435,0.035135515,-0.13045502,-0.01602056,0.017220976,-0.039899703,-0.0040975283,-0.1069711,-0.041145038,-0.035863616,0.13267195,0.009641867,-0.024335686,0.031655475,0.032365263,-0.096142076,-0.05212632,-0.037584685,0.0052829534,0.03123428,0.11549237,0.035607897,-0.002512578,0.00938862,0.049068805,0.009887376,0.07362493,0.047476046,0.020574454
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,0,-0.33758956,0.104933694,0.11201281,0.13342078,-0.106080465,-0.053739224,-0.013792656,0.02640082,-0.16557236,0.07093623,0.032780718,-0.038795244,-0.017102597,0.08097532,0.019511603,-0.0984544,0.014760865,0.0070402846,0.049454276,0.041371845,-0.0045065023,-0.16967902,-0.110837646,-0.06571813,0.0830189,0.22372927,0.11611982,0.07314478,0.06411949,0.013569637,0.096134484,-0.01010028,0.043694273,-0.07128693,-0.068734705,-0.004993545,0.07906966,0.061442703,0.058842324,0.058192603,0.01681308,0.041754905,0.024258554,0.0012095897
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg,0,0.12842858,0.07826358,0.014234915,-0.0066067763,0.03849455,0.06100647,0.084187254,0.065640904,-0.16886064,-0.09658261,-0.012516679,0.015048739,-0.026147509,-0.036972344,0.025583327,-0.05365625,0.08380529,0.0071296124,0.050354432,0.014862753,-0.032502867,-0.09222026,0.030186012,0.025981696,-0.071698114,-0.13998684,-0.02187495,-0.033570223,0.044700876,0.06272387,0.03395785,0.0642177,0.039305832,0.06798431,0.06712084,0.00035787746,0.05065164,0.01516703,0.013018932,0.028383654,-0.0148718925,0.022913018,0.012061504,-0.004809997
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,0,0.08435465,-0.17484821,-0.13074797,-0.076891676,-0.031045757,0.073753126,0.099844694,0.0852958,0.26029375,-0.08474249,-0.056641594,0.022350794,0.052450538,0.043126024,0.07078542,-0.06391515,0.08955296,-0.020974316,-0.042940993,-0.10568764,0.0020922257,0.026127135,-0.097510636,-0.1390712,0.056493446,0.20936805,0.060705453,0.015167542,0.030576196,-0.04232053,-0.0037990585,-0.012042716,-0.016747765,0.07647602,0.0647494,0.113006555,0.023784563,0.08237766,0.07357564,0.06906776,-0.008055238,0.03506273,0.030623687,0.0058080703
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,0,0.043468308,0.0066493377,0.04631009,0.00014683604,0.03944874,-0.017170519,0.07127703,0.024723012,0.018572593,0.012780137,0.074074164,0.0693762,0.033609927,0.09238562,-0.08395919,0.03249229,0.08664256,0.14997078,0.0579302,0.071009874,0.012968978,-0.011023512,0.0606333,0.03013232,-0.061225075,0.21563026,0.078240916,0.019152306,0.011207955,0.03030327,0.01442441,0.072494276,0.106279895,-0.07600603,-0.099875174,-0.0073304623,0.065381795,0.011335398,-0.00014978461,0.021362346,0.007179821,0.035453144,0.02890451,0.0059901793
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,0,0.06657458,0.139453,0.10030962,-0.03457523,0.020860286,0.011842638,0.011951532,0.02258851,-0.1768451,0.1248871,0.18673426,0.12033115,-0.07821074,-0.038829625,0.01232513,-0.08200513,0.004519973,0.1538271,0.18184838,0.19925696,-0.07157537,0.03529739,-0.061563574,-0.11762061,0.018069673,0.08397222,0.08313565,-0.011453612,-0.0032269768,0.10971472,0.07988357,0.031548366,-0.06087061,-0.027799185,-0.028074589,-0.013034996,0.050124764,0.08218573,0.05889212,0.123309895,0.015759774,0.032446742,0.01856722,-0.007962419
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,0,0.19521084,-0.08203632,-0.080081105,0.0037153447,0.022184066,0.067532904,0.061583072,0.023354575,-0.079307355,-0.038934812,0.09386231,0.09533054,-0.058258478,0.09404077,0.0071381293,-0.02055184,-0.039960682,0.100083105,0.11008996,0.054003254,-0.036091,0.010840839,0.060340434,0.021767357,-0.023258213,0.04099151,0.06947529,0.049547195,0.021394711,-0.007488169,0.051232293,0.02441512,0.014429569,-0.11908894,-0.012183584,-0.083947726,0.06604391,-0.021643173,0.036827557,0.066186786,-0.0056734905,0.06438014,0.05126145,0.013451081
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,0.03053019,0.08763395,0.16917759,0.2668516,-0.052487575,0.10642918,-0.10382875,-0.006759068,-0.07837528,0.0698469,-0.01831719,-0.0022523096,0.025966719,0.089660466,0.028571669,0.06957345,0.12788767,0.0663055,0.16655874,0.18992412,0.030041562,-0.008725806,-0.07371056,-0.11258565,-0.006747786,0.0048419647,-0.026577665,0.10920137,-0.029196715,0.099926285,0.003288283,0.009101544,0.0041730627,0.018050253,0.013439085,0.045921456,0.009866673,0.09818585,0.111059375,0.11215744,0.016532565,0.038301393,0.037456065,0.0106970025
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,-0.13765335,-0.17175734,-0.06496274,0.021148622,-0.012261733,0.092559025,0.09230159,-0.00766138,-0.08256434,-0.03630248,-0.0943083,-0.04750511,-0.043991134,0.06692891,-0.06352828,-0.086701065,-0.020273358,0.03483589,0.09433219,0.12816566,-0.022691641,-0.08672299,-0.06231136,-0.05996786,0.018060766,0.054966353,0.16748065,0.11316711,0.003078336,-0.019657485,0.029506117,0.12484825,0.055963393,-0.110541016,-0.117632546,-0.10588154,0.062924325,0.002409311,0.014804649,0.046550166,-0.0013971236,0.05188021,0.046517625,0.009628575
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,-0.34170842,-0.16680008,-0.17330924,-0.17483681,-0.15361777,0.031913012,0.057691578,-0.037079766,0.07433505,-0.1240619,-0.073016405,0.041267782,0.046199366,0.053342707,0.10307136,-0.02108816,0.011684693,-0.0969134,0.018267918,0.01179783,-0.008445354,-0.071336135,-0.008739848,-0.020702414,0.013473588,0.09805801,0.04843986,-0.12393583,0.053817555,-0.05568739,0.0051161856,0.07244182,0.05339545,-0.07661408,-0.012009218,-0.08560693,0.0032300479,0.018331196,0.03723193,0.03204421,-0.009458303,0.04223926,0.034845907,0.009415887
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,0,0.16565296,-0.22686046,-0.18726541,-0.14954713,-0.0037773252,0.0613242,0.015614564,-0.034736894,-0.046867665,-0.03872303,0.1034424,0.02209897,0.027386587,0.17566603,-0.071213685,0.044730518,0.16890305,-0.1169411,-0.100265324,-0.124513686,0.046740778,-0.1151353,-0.090690844,-0.07150721,0.011913607,0.054624084,0.15153098,0.017492473,-0.0125418585,0.0046009123,0.013691562,0.1915651,-0.005238354,-0.0024481677,0.053341143,0.059693497,0.044992954,0.07586953,0.090107515,0.11007883,0.01881502,0.05488199,0.045858648,0.0021864888
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,0,0.19531776,0.021989614,0.087417856,0.094999075,0.031155312,0.079690054,0.045591056,-0.022459812,-0.09763554,-0.05149053,-0.029378828,0.0039021745,-0.026314113,0.08596204,-0.011825345,-0.088813044,0.043447334,-0.06321271,-0.085728414,-0.06668304,0.012033891,-0.088171646,-0.0075707696,-0.03911856,-0.03586825,0.11988823,0.07864137,0.09233122,-0.009134812,0.04438752,0.033393078,0.060410935,0.015558632,0.0033187326,0.026978005,-0.058231942,0.085435204,-0.01501254,0.02147158,0.046245135,-0.009552456,0.0179178,0.011929676,0.0010405974
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,0.14819697,0.057917323,0.02251017,0.049562857,0.02890211,0.0025907606,0.057358507,0.030793197,0.05041482,-0.027837483,0.030350186,-0.07812972,0.0019092821,0.14081942,0.055663332,-0.020049354,0.1387654,0.07458416,0.02038071,0.15927711,0.025962086,-0.06322791,-0.045186028,-0.041087687,0.07699155,-0.051529616,-0.030805796,0.0597415,-0.028130274,0.013986625,-0.015723858,0.071992874,0.05062793,0.07893245,0.11019516,0.11346321,-0.025129743,0.036855802,0.04113568,0.048269615,0.027503358,0.0410824,0.028762136,0.0003617108
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,-0.06941949,-0.13335031,-0.070846565,-0.019273378,0.0105002895,0.056489278,0.038570635,0.07108985,0.10327282,-0.15516263,-0.10297385,-0.053576745,0.01408826,0.07262041,-0.0136136,-0.05122673,-0.011510655,-0.010576025,0.09850121,0.23346378,0.0019383151,-0.09320067,-0.05981561,-0.05769873,0.10299378,0.030879982,0.19611305,0.11275585,0.061219335,0.048790857,0.050436873,0.15880893,0.08364103,-0.05215215,-0.030334767,-0.053801913,0.082100675,0.047553424,0.0943941,0.12124521,-0.007334744,0.05125165,0.042018786,0.011651072
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,0,-0.02386963,-0.103401944,-0.10874761,-0.1339854,-0.05819019,0.03594679,-0.08166095,-0.112252906,0.0087132305,0.14172736,0.041109595,0.06812829,0.016377622,0.03027655,0.014481437,-0.020934697,0.15930271,-0.10715979,0.012708791,-0.03916131,0.07054894,-0.05308052,-0.032637015,-0.13554135,-0.0022237971,0.19292907,0.05544035,0.044985123,0.03546972,0.01165162,-0.021036815,0.099980146,0.06926878,-0.09170263,-0.08598253,-0.10396139,0.07387429,0.014578395,0.00077889115,0.042912137,0.008767648,0.004503795,-0.0028467858,-0.017315604
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,0,-0.18533382,0.117415406,0.15901089,0.14778051,-0.0733213,0.04935618,0.053003754,0.050834708,-0.022052906,0.0005250573,0.008221826,-0.026649611,-0.013969902,0.02755855,-0.041680485,0.03196806,0.007448936,-0.037437685,-0.017067451,-0.2132221,-0.053058624,-0.06649158,-0.025417158,-0.0063554645,-0.0005744519,0.033562396,0.08775452,0.18840718,0.016791128,-0.08204109,-0.009737339,0.003258285,-0.054433446,0.008075081,0.015391272,-0.0005339291,-0.012415368,0.04248536,0.033141144,0.06158191,-0.014357855,0.04082783,0.03840431,0.012010327
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,0.060400963,0.16571945,-0.015742881,-0.05865082,-0.053140353,0.05466709,0.02378894,0.083321735,-0.19432539,-0.06678928,-0.017360574,-0.052705426,-0.013204713,0.0041916235,-0.07296434,-0.0602569,0.09637239,0.13089655,0.06392875,0.055707224,-0.040314246,-0.1482933,-0.08746836,-0.028842498,0.1021232,-0.039942138,0.045963787,0.072319254,0.036358915,0.052427553,0.0068783322,0.05662304,-0.004686675,-0.004354704,0.052522674,0.06194505,0.020331118,0.044968367,0.064986505,0.07620144,0.007858876,0.039083045,0.027243227,-0.002526471
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,0.13369572,0.101223715,0.10503061,0.056818563,0.060217053,0.002263804,0.061103776,-0.115521014,0.015732251,-0.029457696,0.059101198,0.04207661,-0.04098668,-0.014102953,0.06356104,0.0019008489,0.11941883,0.05474376,0.03936971,0.017955013,0.035039976,-0.025775764,-0.06733488,-0.092555076,-0.023866195,-0.034808774,0.034611247,0.075527094,0.018499859,-0.098664574,-0.0021392815,0.026425494,0.001520399,0.058882162,0.020131057,0.039904166,0.008282313,0.0036061406,-0.010670697,-0.0006272532,0.00051226653,0.01917152,0.011498137,-0.009247814
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,-0.04310549,0.07069991,0.022124562,0.09866874,-0.12593809,-0.0617902,-0.010070223,0.031934943,0.033850864,0.082282916,0.15284362,0.11078288,0.007174464,0.15962134,-0.023345742,-0.008544499,-0.02941075,0.0023123734,-0.064536765,-0.16035908,0.050676115,-0.068765804,0.008265872,-0.035338767,0.09868434,0.08574773,0.13382068,0.10499153,0.09804199,-0.060255863,0.051792353,0.06812784,-0.011742454,0.05265447,0.040938817,0.0039351713,0.065315954,0.1034726,0.08885364,0.12259279,0.0030092811,0.044077534,0.03339473,0.009867511
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,-0.075695336,0.012148641,-0.008516211,-0.018738218,-0.034280464,0.022872914,-0.033191033,-0.06388913,-0.3588235,0.11384596,0.02711532,-0.0028003808,-0.06658268,0.02009857,0.08490532,0.09072371,-0.04889357,-0.019384073,-0.019985698,0.049916692,0.009317474,-0.02396212,-0.038365245,-0.098555535,0.08868468,0.24029014,0.019409444,0.095862314,0.044918876,0.06544107,-0.007052103,0.10033141,-0.025662152,-0.08745718,-0.039115906,-0.041321836,0.011394478,0.04762115,0.023137342,0.021974038,0.00028885156,0.028434683,0.01700642,-0.00489428
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,0.07278167,0.048818566,0.12395607,0.12522197,0.017258288,0.035712406,0.048175916,0.0018800497,0.033352144,0.026945168,0.016838778,0.1296891,0.02097052,0.042121477,0.014408094,0.11793015,0.052832235,0.022549387,0.01848291,-0.061468825,-0.028294409,-0.07396099,0.07604011,-0.034206286,-0.06366786,-0.05989647,0.040822238,0.07656224,-0.040193498,0.0023470633,-0.064054996,-0.07019106,-0.07567599,0.03103834,-0.028858475,-0.10916965,0.0016661277,0.045375932,0.048781812,0.07228332,-0.006184216,0.018589104,0.012732294,-0.0037875962
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,0.031847473,0.11942853,0.116274305,0.071230024,-0.040941358,0.047872633,-0.00025407225,0.007669566,-0.028286975,0.15252516,0.08904165,0.21126941,0.046289988,-0.14168714,0.009809946,-0.14173956,0.13747929,-0.12411942,0.043258924,0.06596317,0.056358956,-0.009028236,-0.05593176,-0.054581262,0.11140421,-0.0071971677,0.10187924,-0.05584029,0.09418213,0.04511381,-0.09668891,-0.02536062,0.0708392,0.0436183,0.014506232,0.054902386,0.017704282,-0.02392454,-0.023908602,-0.012053728,0.014466576,0.033212952,0.03761,0.004198372
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,0.14709042,0.05865166,0.041957382,-0.013923853,0.1407436,0.048557617,-0.0548154,-0.023813678,0.0045146327,-0.026895171,0.06066416,0.079280846,-0.07226752,0.015479164,-0.038020518,-0.055268567,0.07555461,0.119140565,0.13795148,0.18892097,0.014456471,-0.11455965,-0.06680137,-0.030702045,0.01886679,-0.07984315,0.11046183,0.09069383,-0.028711317,-0.026341159,-0.054488674,0.06655219,0.06743574,-0.037525814,-0.042793013,-0.02603201,0.042294726,0.007125713,0.010960098,0.06295053,0.007910221,0.059497245,0.050724037,0.012221934
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,-0.11874476,-0.10800866,-0.092838235,0.0060264133,-0.038951024,0.043953918,-0.015265417,-0.0033948268,-0.19123106,-0.04608307,-0.047609035,-0.06306516,-0.006533643,0.07553759,0.035001826,-0.107320085,0.10786526,-0.01521904,0.062715165,0.14445804,-0.021668918,0.0024101157,-0.05199801,-0.035753503,0.004578935,0.04391114,0.2156981,0.08060922,0.033566587,-0.0036683562,0.008975235,0.08739661,0.07521798,0.01565227,-0.049949534,-0.10922606,0.024735047,0.09568152,0.0885185,0.0890407,-0.00065044337,0.018906567,0.017108731,-0.008657604
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,0,-0.06959486,-0.077285334,-0.007031273,-0.03704213,-0.033130787,0.0488138,0.0634602,0.03958827,0.058607243,0.07814328,0.16693145,0.098067574,-0.0344301,0.038837664,0.07923661,-0.029003933,0.10243547,-0.017299041,-0.039372317,0.08042962,0.0031599253,-0.03989491,-0.053193733,-0.051942475,-0.034637436,0.11308831,0.10197485,-0.0077932924,-0.019725569,0.019307073,-0.036881104,0.035118036,-0.01859421,-0.029966358,0.01956233,-0.05503336,0.044156443,0.029699134,0.05796116,0.1256453,0.0038472246,0.02562155,0.015149016,-0.008422523
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,0,0.12376963,-0.055428717,-0.13655254,0.002835106,0.05574198,-0.05151493,0.042417385,0.1356506,0.122077726,0.042375807,0.13540183,0.19483617,-0.0047974847,-0.032969482,-0.03178185,0.028529199,0.009340908,-0.03523089,0.06198784,0.03058704,0.027355373,-0.022231093,-0.041033052,-0.05589223,-0.017838482,0.059192967,0.084190495,0.019380048,-0.014665993,-0.03670714,-0.04728901,0.042696655,0.054880306,0.0078106616,0.057271738,0.036098197,0.029557217,0.04932221,0.056919817,0.077322885,0.008329855,0.033466913,0.028862908,0.004356417
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,0.23353526,0.043604188,-0.026400335,0.024974113,-0.029380612,0.035938587,0.020847404,-0.023168378,0.1725105,-0.033506647,-0.048296683,-0.09931156,0.037098683,0.08655874,-0.055118673,0.050155994,0.13674746,0.06520273,0.07079138,0.08953748,0.01836611,-0.06101051,-0.05061675,-0.07422492,0.01549853,-0.14725381,-0.09176529,0.050420176,0.047326513,-0.007733777,-0.037226956,0.060747217,0.03863208,0.07400363,-0.026944332,0.072585344,0.04662006,0.01696201,-0.0003415309,0.03691691,-0.005788454,0.034733374,0.025675466,-0.0055186925
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,0.13131943,-0.013684936,0.06616556,0.053206682,-0.039183494,-0.0056639872,-0.017129822,0.04363021,-0.0028054956,0.10598563,0.12696083,0.14583026,0.039418638,-0.0013137832,-0.07900074,0.024118952,-0.0019883253,0.092210256,0.055288043,0.03909564,0.02848732,-0.031831916,-0.09795603,-0.087780304,0.052436866,-0.05872567,0.023309749,0.124200866,0.04110018,0.023762982,-0.028503107,0.009387348,0.06450191,-0.004768557,-0.0024308711,-0.044718497,0.008999303,0.099815264,0.09870759,0.06802119,0.007472627,0.04743299,0.049309175,0.009432534
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,0,0.09536211,0.16859142,0.095320016,0.0025625676,0.0774211,-0.072408855,0.0055092257,0.0047698803,-0.085800275,-0.105162084,-0.0059936317,0.0552139,-0.064691186,0.08632536,0.04561851,0.13177535,0.07855632,0.114045575,0.1734457,0.14397633,0.013856433,-0.06741223,-0.042605724,-0.05467185,0.021467187,-0.12462463,0.03386654,0.018795915,-0.020835161,-0.007935772,-0.025094781,0.116520226,-0.049068946,-0.030951887,-0.041783363,0.037450798,0.0073088724,-0.011408063,-0.0067914007,-0.008436373,0.01004984,0.056501105,0.040904637,0.017069824
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,0,-0.10794291,-0.10487366,-0.06830126,0.013817799,-0.015922999,-0.0665807,-0.043366663,-0.11286608,-0.13831776,-0.055394623,-0.10382533,-0.06368104,-0.05469515,0.123126,0.01834114,0.03352456,0.11337876,0.13393013,0.15815881,0.074448995,0.047546726,-0.021576824,0.0035454445,0.037639562,0.062005643,0.019139249,0.111560225,0.06782858,0.010756155,0.048411597,-0.0062358044,0.15699577,-0.028646048,-0.16281071,-0.14039019,-0.09531281,-0.003547432,-0.022028897,-0.0049599996,0.0434355,0.013953883,0.045100663,0.03969951,0.017029699
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,-0.04703623,0.13072293,0.14957857,0.06335503,-0.07040179,0.004325714,-0.091162145,-0.09705547,0.12155136,0.0017028265,0.032756705,0.026639255,-0.0038586538,-0.006591083,0.0635107,0.03963085,0.0444082,0.09046983,0.13112387,0.08130264,0.055630106,-0.0634398,-0.06934345,-0.05748234,0.058571264,-0.06415124,0.0055293962,0.066048585,0.009372937,0.05115103,0.01400575,-0.042100914,0.025686584,-0.03205487,-0.015301608,-0.026991507,0.013025826,0.04266969,0.049439274,0.07983528,0.009009406,0.021070287,0.008910043,-0.0090892045
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,-0.16141072,-0.23454148,-0.096575245,-0.12535945,-0.05666878,0.021126961,0.018900828,0.035056558,-0.1417878,0.12089549,0.0592429,0.07730533,-0.060651824,0.21555422,0.015063569,0.062094513,0.04184258,0.024812896,0.03665931,0.10220353,-0.014345627,-0.08023704,-0.06608164,-0.013017102,-0.094106436,-0.045128707,0.1822792,0.11568643,-0.017799374,0.06185349,0.050134525,-0.11341468,-0.04734022,0.01977424,0.090591334,-0.059793912,0.053812608,0.044795275,0.034643907,0.07209435,-0.0029970123,0.03876714,0.027461682,0.0061328155
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,0,-0.07986307,0.19584718,0.11614622,0.04309807,0.07900573,0.054790597,0.04110067,0.03003244,-0.25892824,0.091034435,0.05198742,-0.06475605,-0.011464654,0.18030673,-0.087286636,-0.08348614,0.033117704,0.024704605,0.004149966,0.09084399,-0.04607432,0.0017259773,-0.08719937,-0.07986313,0.0045680813,-0.11918039,-0.122888476,0.026215095,-0.048456166,-0.010459175,0.07052915,0.044345938,-0.1285467,0.0047575645,0.024343368,0.03174276,0.002338375,0.057418123,0.054830305,0.06112559,0.01698207,0.026164202,0.012653733,-0.0074166562
