Full filepath,Full Class Index,sensitivityscore_before_features.7,sensitivityscore_before_features.19,sensitivityscore_before_features.20,sensitivityscore_before_features.21,sensitivityscore_before_features.22,sensitivityscore_before_features.23,sensitivityscore_before_features.24,sensitivityscore_before_features.25,sensitivityscore_before_features.26,sensitivityscore_before_features.27,sensitivityscore_before_features.28
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,0.0019529146,-0.0024369252,-0.004452061,-0.012949222,-0.011820302,-0.025684845,-0.02358298,-0.025647119,-0.05802969,-0.070342876,-0.039334964
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,2,0.0034016278,-0.001069096,-0.006712907,0.0022011448,-0.012710044,-0.012356013,-0.036168717,-0.02558954,-0.063108966,-0.0651042,-0.029246822
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,2,-0.010276912,-0.006044675,-0.013705293,-0.0071197483,-0.0041120797,-0.019694408,-0.027805276,-0.026918981,-0.051950365,-0.0424762,-0.02821606
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,0.0022356666,-0.0056921584,-0.01299998,-0.012784056,-0.0077300323,-0.024505949,-0.032146193,-0.0011910261,-0.04288533,-0.04163599,-0.01895689
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,-0.0030466588,-0.0104579395,-0.008063299,-0.012924082,-0.017107714,-0.033981398,-0.04512106,-0.05475855,-0.053520568,-0.05356217,-0.02725096
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,2,-0.0024599456,-0.01229613,-0.015897406,-0.015882593,-0.018476084,-0.02979593,-0.040211715,-0.041064218,-0.037715588,-0.04422773,-0.03019682
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,-0.002763406,-0.01451969,-0.015697671,-0.009261049,-0.007412332,-0.02505906,-0.03440715,-0.018090978,-0.037648305,-0.038448423,-0.03331764
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.0023848803,-0.019523202,-0.020510472,-0.014078804,-0.011592744,-0.027515838,-0.036270794,-0.043262858,-0.045678064,-0.0366454,-0.0283212
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,0.0029644186,-0.011303744,-0.019760495,-0.0041250447,-0.012902293,-0.010721197,-0.022977624,-0.031591218,-0.045186043,-0.059952144,-0.024596494
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,-0.0011810737,-0.0032016006,-0.006609417,-0.0091122715,-0.0071678776,-0.030653797,-0.008064349,-0.014207367,-0.04047498,-0.03480316,-0.027221635
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,-0.0034866678,-0.018807316,-0.009603596,-0.009269403,-0.0079998635,-0.033029683,-0.015377121,-0.003504295,-0.063521266,-0.046568565,-0.027394585
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,-0.004633586,-0.01908532,-0.010195051,-0.008909613,-0.0050446065,-0.015498491,-0.020499557,-0.030529387,-0.04522056,-0.05321323,-0.036745034
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,-0.002317361,-0.002904078,0.0007328333,-0.012377782,-0.014444752,-0.030055884,-0.025594028,-0.025883565,-0.0363409,-0.021945646,-0.020419773
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,-0.0021437116,-0.0113474,-0.018069912,-0.010168397,-0.011595485,-0.01809301,-0.037974276,-0.039835554,-0.05317121,-0.05212251,-0.030029818
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,0.00014444906,-0.021270024,-0.025166307,-0.01142403,-0.013641898,-0.04675546,-0.045917306,-0.035357453,-0.048698336,-0.0559706,-0.036532387
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,0.003333896,-0.015491274,-0.007952413,-0.0146308,-0.011813814,-0.039779887,-0.05452469,-0.04623761,-0.058606286,-0.050302234,-0.027685449
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.0036699558,-0.00017536676,-0.0047534336,-0.009468836,-0.0033714112,-0.029567957,-0.020763095,-0.03474582,-0.022810072,-0.03053671,-0.013121737
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,-0.0037103575,-0.026022926,-0.028176498,-0.011699202,-0.01396382,-0.040862918,-0.05793045,-0.05666754,-0.045353096,-0.03967829,-0.03626096
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,-0.0025479095,-0.020536272,-0.02034593,-0.011307327,-0.0082641775,-0.018231738,-0.03963212,-0.031608067,-0.04898067,-0.04245226,-0.02106683
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.0027365398,0.002806671,-0.004993585,-0.0032592772,-0.0024149988,-0.01269396,-0.012922098,-0.021410957,-0.049922593,-0.04311283,-0.02889295
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,0.001735297,-0.029473417,-0.027538963,-0.010044614,-0.014111802,-0.02455758,-0.039758377,-0.04118959,-0.040799715,-0.039173428,-0.03217528
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,-0.0077396706,-0.007945358,-0.009099318,-0.005714393,-0.011746692,-0.017800417,-0.025635153,-0.034865562,-0.036927078,-0.034406584,-0.040388964
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,2,0.0011308435,-0.015941853,-0.022632593,-0.0064438637,-0.0056891805,-0.027593605,-0.06146477,-0.05625759,-0.052494362,-0.058164723,-0.027570538
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,2,0.0018428926,-0.007579902,-0.009569398,-0.012061271,-0.018221807,-0.051020216,-0.010429434,-0.014520247,-0.054264925,-0.050747205,-0.028241303
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,-0.0035460046,-0.014616402,-0.013949422,-0.018671283,-0.019871913,-0.03418791,-0.048923794,-0.043107916,-0.07539373,-0.06103488,-0.034537815
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,-0.0022982352,-0.0046251127,-0.0024545575,0.0021879135,-0.00050850253,-0.001204964,-0.020434216,-0.005834749,-0.014022174,-0.0077132746,-0.020733908
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,0.002150171,0.009684231,-0.0026181731,-0.0071939654,-0.0013592701,-0.021371517,-0.02358371,-0.026310239,-0.045275837,-0.055923425,-0.019828536
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,0.0032945022,-0.028038995,-0.020827476,-0.012100494,-0.023334417,-0.03134622,-0.03716966,-0.030694375,-0.06670195,-0.06753135,-0.02521399
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,0.0037126685,-0.005431627,-0.017473005,-0.010380159,-0.006184428,-0.014243261,-0.02110839,-0.021575764,-0.049844,-0.054121077,-0.02820854
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,-0.0018978897,-0.016257005,-0.009845855,-0.012398938,-0.013305676,-0.033848267,-0.02322461,-0.019965108,-0.053282402,-0.039731357,-0.017649729
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,-0.0032051823,-0.015816655,-0.02152657,-0.0014350903,-0.008432739,-0.020992061,-0.019730425,-0.027591337,-0.02806582,-0.023803178,-0.03777509
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,2,-0.00738273,-0.025407605,-0.026099253,-0.0186029,-0.01615932,-0.03924068,-0.04093828,-0.05425912,-0.052469224,-0.049913533,-0.02872703
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,-0.002683661,-0.016324628,-0.0132395215,-0.00804454,-0.0076881866,-0.037477583,-0.039965875,-0.029167939,-0.036342237,-0.031737395,-0.040707268
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,0.003366084,-0.0008443394,0.0014139467,0.0015491743,-0.0010471402,-7.053651e-05,-0.023920773,-0.010299365,-0.02500904,-0.015474674,-0.012742735
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.0027357026,-0.013902721,-0.020809997,-0.016810298,-0.011278214,-0.021990445,-0.02670658,-0.037544627,-0.054754972,-0.056355372,-0.02298399
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,-0.0014462894,-0.02364844,-0.016292026,-0.011127874,-0.013715855,-0.025589867,-0.04591404,-0.05128373,-0.05975203,-0.06649002,-0.04052893
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,-0.0065191854,-0.012833737,-0.022795891,-0.008898359,-0.01162325,-0.00501306,-0.03280776,-0.025517974,-0.054268207,-0.060173154,-0.04705482
/mnt/sdd/caltech_training/multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.0036407413,9.243237e-05,-0.0057234825,-0.005377662,-0.0065569915,-0.015524708,-0.003063018,0.00058795186,-0.043296427,-0.049076304,-0.014592827
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,3,-0.0027029417,-0.010097041,-0.008606439,-0.009891563,-0.010383332,-0.0022487296,-0.012172476,-0.0039281934,0.008932264,0.00927105,-0.0015189997
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,3,0.0023348588,-0.00020923198,0.004252243,0.0075287265,0.0094559835,0.031768903,-0.006684686,-0.014573125,-0.009063795,-0.013232393,-0.0039794734
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,3,0.0015547519,-0.0041795876,-0.0072806715,-0.011177595,-0.010351519,-0.019065348,-0.021791467,-0.021351581,-0.018501215,-0.021970663,-0.020402733
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,3,-0.0011039878,0.00036382442,-0.0043953303,0.0011744307,0.004877422,-0.008843228,-0.040905695,-0.03536754,-0.029608507,-0.020392984,-0.018491453
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,3,0.003895883,-0.00017337152,-0.0076692635,-0.010314925,-0.0062508625,-0.0036834828,-0.013023963,-0.003608924,-0.0015295204,-0.010570927,-0.012559664
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,3,0.0007069792,-0.0053481916,-0.012082524,-0.014730002,-0.010247481,-0.033751056,-0.03871447,-0.0558671,-0.015306517,-0.0063625723,-0.007909539
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,3,0.0057181995,-0.009086231,-0.011907926,-0.007394696,-0.0051973374,-0.0042732935,-0.026669394,-0.026667602,-0.047042094,-0.05250915,-0.027421834
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,3,0.0017087363,0.0008668306,-0.0053700185,0.000819942,0.0045758514,0.011322012,-0.028204028,-0.045560293,-0.042863306,-0.04798463,-0.014036622
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,3,0.0017515852,0.001323182,-0.0066579767,0.00045798597,0.000667255,0.011313225,-0.022296235,-0.04308801,-0.0066387895,-0.027963942,-0.019670341
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,3,0.00081915053,-0.008771459,-0.009514361,-0.0012890773,-0.001560174,-0.01625206,-0.019895446,-0.02155707,-0.017234597,-0.02517668,-0.028438054
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,3,0.003231632,-0.009847163,-0.0050372896,0.0015711437,0.0022525329,-0.0047547063,-0.01719753,-0.011906339,-0.012143384,-0.010242125,-0.016152076
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,3,0.0028084232,0.0056117363,-0.004849327,0.00671867,0.001098892,0.03691607,-0.022920609,-0.018796846,-0.031767003,-0.033012316,-0.013446179
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,3,-0.0031029964,0.0050277575,0.0008425432,-0.0014602204,-0.000715764,0.01179359,-0.0006377427,-0.023459975,0.013065241,-0.008798032,-0.012494074
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,3,0.0005145133,-0.0034186356,-0.005341299,-0.0064317244,-0.0033466162,-0.02251061,-0.02274933,-0.037396125,-0.013118773,-0.009324162,-0.01192327
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,3,-0.0011105528,-0.005822706,-0.012171902,-0.0054555917,0.003013607,0.0023398013,0.0035273512,-0.0067539588,-0.010321452,0.0051655406,0.009105206
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,3,0.00044987732,0.0060817543,0.0058623934,0.0014293477,0.004792769,0.008467212,-0.009671853,-0.002308083,-0.021136247,-0.02814293,-0.010638043
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,3,0.004570077,-0.008591606,-0.010479574,-0.006934194,-0.004063192,-0.01809726,-0.01492089,-0.028155528,-0.0006322861,-0.0130117,-0.031027677
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,3,-0.004067314,-0.007896861,-0.010460917,-0.0040933224,-0.004895736,-0.011359498,-0.027517457,-0.02005755,-0.041731898,-0.02198943,-0.015466758
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,3,0.004776937,-0.0123422025,-0.024650367,-0.007278249,-0.0053703142,-0.01085831,-0.04244133,-0.047361538,-0.02546747,-0.0151327625,-0.023671538
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,3,-0.002795757,-0.008842906,-0.009608589,-0.007557334,-0.006252808,-0.02873544,-0.022688419,-0.025203459,-0.014559294,-0.00903954,-0.015028475
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,3,0.004788206,0.0121109905,0.007605019,0.0021311422,0.0066262204,-0.010058171,-0.013365705,-0.01542771,-0.0044550663,-0.015892876,-0.017151576
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,3,-0.00037191442,-0.011056026,-0.019897493,-0.000580269,0.00536418,0.0035767397,-0.015425405,-0.026338175,-0.0066442597,-0.02908156,-0.0059067914
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,3,-0.005264125,-0.00080033875,-0.007319893,-0.0037046138,0.0025489475,-0.015571171,-0.022954274,-0.014478655,0.030072581,0.005386306,0.0021446086
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,3,0.0030004159,0.0015329185,-0.0064256648,-0.0030563425,0.00088170194,-0.006700207,-0.0048593124,-0.023752566,-0.009138852,-0.017539369,-0.016330535
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,3,0.0035678642,-0.006922948,-0.0051227068,-0.0057518953,-0.009642084,0.0018106045,-0.014509661,-0.03663823,-0.046036318,-0.03803488,-0.027134638
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,3,0.0034526652,-0.0014504215,-0.011176694,-0.0003439818,-0.0041683665,0.0015132015,-0.02599611,-0.042798772,-0.017946,-0.025514608,-0.023941476
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,3,0.0038209762,-0.0062496793,-0.0019968925,-0.008293915,-0.007960406,-0.010174571,-0.03798107,-0.042710956,0.0014051698,-0.0016178333,-0.015522731
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,3,-0.00073106075,0.004280884,-0.0016540764,0.0007849508,0.0027566818,-0.02066213,-0.01675717,-0.020882346,-0.011639108,-0.015790788,-0.022516642
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,3,0.0044503617,0.007527486,-0.007605071,0.003778345,0.004855627,0.0168228,-0.033851214,-0.030864025,-0.028459415,-0.026172865,-0.017952431
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,3,8.061502e-05,-0.009945368,-0.0067967777,-0.0024489737,-0.0018863613,-0.0028706603,-0.030841406,-0.016874714,-0.015498115,-0.016058728,-0.0028912432
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,3,-0.0025927552,-0.005937645,-0.009519815,-0.0018118543,-0.00814512,-0.0158895,-0.014271137,-0.02423213,-0.025662983,-0.03543893,-0.017442679
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,3,-0.002060512,0.0019715126,0.0052202987,-0.001162989,0.0014950922,0.009597354,-0.018077437,-0.00955447,6.529968e-05,-0.014990758,-0.007775097
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,3,-0.007543455,-0.014636498,-0.004192218,-0.0064086625,-0.0056931577,-0.029014256,-0.029194035,-0.038531855,-0.016555369,-0.016112741,-0.0074185343
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,3,0.008144273,-0.007215695,-0.00416898,-0.0011614187,0.001313204,0.004891902,-0.020654105,-0.037052397,-0.016261358,-0.026700739,-0.016062915
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,3,-8.157687e-05,0.0034296461,-0.0025036815,0.0015010126,0.0025241906,0.006323447,-0.020046331,-0.02006739,-0.022404026,0.00070272665,-0.003673872
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,3,0.003675343,-0.0049370006,-0.016734242,-0.009452196,-0.007803616,-0.026341097,-0.034024585,-0.034389913,0.0008084581,-0.008421166,-0.022108104
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,3,0.0038274147,0.011196233,0.0029401514,0.0010691447,0.0059741186,0.005004071,-0.009557309,-0.016082175,0.006605048,0.002377221,0.0029721837
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,3,-0.0010225275,0.000111411966,0.0015143418,-0.0010678173,0.0016187245,0.021237027,0.002226025,-0.008958734,0.00807322,-0.0096383,0.008325673
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,3,0.00045550335,-0.0071089207,-0.00605263,-0.0020521637,-0.006345678,-0.02643755,-0.028469365,-0.030262243,-0.0009142069,-0.011059896,-0.02522642
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,3,0.0067188633,-0.0055814325,-0.0052489126,0.0017602539,0.00831738,0.01861503,-0.0220773,-0.025855869,-0.02321411,-0.04445311,-0.014783091
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,3,0.0054100812,-0.0007237769,0.0075608427,0.003141905,0.0046363324,0.008097731,-0.03844056,-0.048003435,-0.010678121,-0.020619854,-0.029848272
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,3,0.0008245215,-0.014400791,-0.013781626,-0.005343639,0.00047575,-0.007893924,-0.03129804,-0.026382588,-0.018772881,-0.029929418,-0.007384784
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,3,-0.0004612694,-0.011182569,-0.015475487,-0.0083750505,-0.012765227,-0.010949985,-0.036632366,-0.036923565,-0.010279219,-0.019013703,-0.0257079
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,3,-0.0039011936,-0.0009959075,-0.005697307,0.001883548,0.00090811035,-0.0130801685,-0.0048686825,-0.0071866317,-0.0084633585,-0.0168394,-0.011508927
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,3,0.00036540243,-0.019973284,-0.027711287,-0.010469701,-0.00960648,-0.01833998,-0.026130721,-0.025985787,-0.026922759,-0.016715191,-0.015528632
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,3,0.0013435088,-0.0066685835,-0.0126394415,-0.00018652482,-0.0012063845,-0.011449803,-0.0055902298,-0.015995635,0.025829233,0.011250162,-0.016242608
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,3,0.00092657993,-0.013670219,-0.020395355,-0.008521617,-0.012102458,-0.039421402,-0.037239037,-0.037613496,-0.026636187,-0.024762878,-0.022044815
/mnt/sdd/caltech_training/multiclass/train/004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,3,0.0026221334,0.009409649,-0.00052959495,0.0016710496,0.0025062638,-0.004080833,-0.020461679,-0.027870074,-0.025407394,-0.023751378,-0.027383734
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,4,0.001491376,0.0007249181,-0.0042861733,0.0007623243,-0.0015761798,0.012895752,0.0030424458,0.01413425,0.02682127,0.018306404,0.004065476
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0011_794927.jpg,4,0.0033669607,0.02225367,0.01744678,0.00630783,-0.0016039149,0.024291355,0.02070606,0.02759474,0.036149997,0.02226474,0.01638415
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,4,0.0003971128,0.013902561,0.006900315,0.009232824,0.0050277277,0.018395025,0.026027594,0.015666187,0.0101435445,0.0070166662,0.012836259
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,4,0.0021011848,0.011201576,0.006402785,0.0014861524,0.00038508978,0.0007591734,0.010372613,-0.0007397927,0.0114325825,-0.0017344733,-0.00010253326
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,4,0.0008036671,0.0034192947,0.0028649624,0.008184808,0.0069550406,0.008593392,0.009456592,-0.00019887788,0.033434734,0.0154914735,0.006824889
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,4,0.0036922577,0.009575586,0.0036051767,0.010093962,0.011519244,0.026055012,0.020769788,0.0116758775,0.032585762,0.0068235095,0.012218
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,4,-0.0008360019,-0.0049696257,-0.0063012475,0.0064527253,0.0021831503,0.03154835,-0.011383029,0.0033929155,0.0075737475,-0.013390971,-0.003981498
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,4,0.0020128083,-0.009307827,0.0038887789,0.005081749,0.0016286117,0.013838128,-0.012210321,0.0016731271,0.019361544,-0.0029921038,-0.017248293
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,4,-0.0032502655,0.0060604676,-0.0038345566,0.003154945,-0.0029276938,0.015762772,0.0017534312,0.006900593,0.0091122,-0.0059154565,0.0013376687
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,4,0.00014666753,-0.0013807309,0.0107301,0.005582644,0.009818172,0.02407787,0.008443462,0.0039374707,0.03572537,0.017803462,-0.006839869
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0044_1825.jpg,4,0.00024223473,0.008637153,0.012892182,0.010024523,0.0076807416,0.02322942,-0.014780887,0.0052309195,-0.0056397603,-0.01931961,0.0020781143
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0003_794962.jpg,4,0.0047382843,0.0022133333,0.009202754,0.0067916517,0.0011160178,0.023671478,0.016546011,0.000954879,0.03251416,0.0005062884,0.017181288
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,4,0.0016855748,0.00444592,-0.010447677,0.004007563,0.0026247245,0.009611724,0.0028862315,-0.0039190874,0.03645771,0.022229956,0.030004986
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,4,-6.278255e-05,0.0040584034,0.00029954175,0.009100636,0.009122589,0.026449976,0.00501641,-0.0009546592,0.015946688,-0.003293475,0.029893449
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,4,-0.0078096576,0.0056963284,-0.0022232984,0.0066678505,0.008712825,0.023683334,0.010594802,0.009176909,0.0017530245,-0.0039401446,0.0022921744
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0021_794938.jpg,4,-0.0021862288,-0.0013524205,0.0015232961,-0.0041585816,-0.0036068938,-0.002760058,0.0137123335,0.0050517917,0.014344608,-0.0010618982,0.0031275898
/mnt/sdd/caltech_training/multiclass/train/005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,4,0.003404276,0.008317506,0.005687807,0.004020067,0.008424673,0.02887504,0.01004827,0.021793729,0.03691654,0.011419531,0.035720304
