Full filepath,Full Class Index,sensitivityscore_before_features.11.block.2.fc1,sensitivityscore_before_features.11.block.2.fc2,sensitivityscore_before_features.12.block.2.fc1,sensitivityscore_before_features.12.block.2.fc2,sensitivityscore_before_features.13.block.2.fc1,sensitivityscore_After_features.13.block.2.fc1_0.5,sensitivityscore_After_features.13.block.2.fc1_0.6,sensitivityscore_After_features.13.block.2.fc1_0.7,sensitivityscore_After_features.13.block.2.fc1_0.8,sensitivityscore_before_features.13.block.2.fc2,sensitivityscore_After_features.13.block.2.fc2_0.5,sensitivityscore_After_features.13.block.2.fc2_0.6,sensitivityscore_After_features.13.block.2.fc2_0.7,sensitivityscore_After_features.13.block.2.fc2_0.8,sensitivityscore_before_features.14.block.2.fc1,sensitivityscore_before_features.14.block.2.fc2,sensitivityscore_before_features.15.block.2.fc1,sensitivityscore_before_features.15.block.2.fc2,sensitivityscore_before_features.16.0
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,-0.115318745,-0.04664045,0.05489539,-0.02599808,-0.038336337,0.03972923,0.039335273,0.08950519,0.07778026,-0.10250897,0.10912056,0.012869348,0.106627166,0.061202273,-0.032854937,-0.009948714,-0.01502911,-0.015148629,-0.018787697
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,-0.15671718,-0.059211895,-0.13202596,-0.040667564,0.041697755,-0.00700175,0.15030399,0.057547174,0.040199883,0.04417241,0.109944314,0.1529566,0.10922973,0.104878545,-0.001397714,-0.017499827,0.021415707,0.012304394,0.0128035825
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.006260529,0.044438258,-0.16981758,-0.041274145,0.017550848,0.17404056,0.06031236,0.12729162,0.051018912,-0.028496511,-0.04757832,0.011417341,0.015308134,-0.027493635,-0.06349425,-0.035371624,-0.059444446,0.022163894,-0.0057382328
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,-0.01696684,-0.042372957,0.060747575,0.055613566,0.011387061,0.07184808,0.101403534,0.083152585,0.1690659,-0.0457317,0.08696208,0.1197276,0.10232289,0.07298277,-0.005453754,0.026343819,0.0021919422,0.024396198,-0.0033237704
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,0.037783705,0.011620928,-0.0014321357,-0.01589569,0.01346831,0.09704898,0.15392968,0.061158165,0.15723956,-0.038621306,0.051999558,0.088592015,0.03906644,-0.008282596,0.070152834,0.07010148,0.014011099,0.013086021,-0.01172296
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,-0.0069281235,0.044611335,-0.13493043,-0.107184716,0.031034704,0.059445564,0.16809458,0.12360689,0.082178354,-0.07491207,0.09116317,0.0020609377,0.067789055,0.05201443,-0.021051252,-0.01622702,0.016464092,-0.0013171528,-0.0061240857
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,0.07478164,0.024750754,-0.02297211,0.059154868,0.10222247,0.16050397,0.10991241,0.027841497,-0.0108771585,0.008074705,0.09260107,0.060194314,0.09378442,0.05217222,-0.061423387,-0.022276122,0.23658934,0.08470178,-0.01029465
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,1,-0.15573394,0.05751563,0.046466373,0.0017374577,-0.16874173,0.045625847,0.06953703,0.19029617,0.14978698,-0.0711107,0.011358194,0.013214141,5.9624203e-05,0.023309324,-0.06829438,-0.10286093,-0.0029503498,-0.0054931818,-0.008484378
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,1,-0.15247965,-0.07421553,-0.04001688,0.08209726,-0.08362308,-0.06616737,0.04293014,0.07046594,0.034127917,-0.0728973,0.06699993,0.056640767,0.08194132,0.07052372,-0.027778193,-0.048336595,-0.024477312,-0.03183306,-0.018098691
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,1,0.045128208,0.016125374,0.09659363,0.04623845,0.15120536,0.045028854,0.03932701,0.03967463,0.120981246,0.044282258,0.030605804,0.08703095,0.041139573,-0.027517011,0.09397754,0.02309523,-0.069316834,0.013697057,-0.00042489916
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,-0.05868888,-0.023934834,0.028678712,0.040775094,-0.016699485,0.04338751,0.2012651,0.08760248,0.06801623,-0.11170334,0.048419565,-0.022085842,-0.0280352,0.12453517,-0.0066111833,-0.019426964,-0.020759843,-0.024956081,-0.03109075
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,0.07364127,-0.079032,-0.036982875,-0.0003406331,0.021401132,-0.11868529,-0.039412007,-0.00434321,0.08726996,0.023791783,0.030779101,0.05242154,0.041460402,0.060921,-0.04441304,-0.017398246,-0.006872058,0.0057621845,-0.010428634
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,0.07165824,0.07029069,0.061042972,0.020628035,0.039251674,0.050754108,0.06176135,0.1038353,0.10208132,0.070822954,0.0978691,0.050759204,0.06781373,0.06959395,-0.0023386385,0.007422654,0.024611635,0.0045637675,-0.008907084
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,0.0144135365,-0.031577267,-0.00935491,0.0037888107,-0.04044863,0.08379218,0.07290056,0.15629616,0.10144097,0.004089862,0.063023046,0.095762484,0.07604116,0.0854656,-0.0782589,-0.030473758,-0.021364383,0.0030253055,0.0019909195
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,0.17595965,-0.010627298,0.005447028,-0.052438624,-0.006555788,0.10845977,0.13286242,0.19655909,0.22949377,-0.07145185,0.16000015,0.020680822,0.09887773,0.113014296,0.06408698,0.022513814,-0.05896475,0.005369409,-0.00808608
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,-0.035444587,-0.07031049,-0.10926278,-0.01720907,-0.0017752945,0.18016914,0.19231741,-0.03064299,0.023763865,0.053431306,0.021186646,0.08320405,0.14030385,0.08751561,0.11863944,0.017127857,-0.018304463,0.05584997,-0.0038829637
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,0.13074476,-0.006662734,-0.06476134,-0.02351026,0.13262884,-0.049224287,0.036576353,0.058530044,0.27542084,0.034317803,0.10050118,0.06943244,0.09270395,0.102877945,0.076028846,0.0445664,0.12457189,0.0062024044,0.013752371
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,0.11922802,-0.0061096363,0.15247446,0.026497064,-0.03937059,0.09143987,0.14444518,0.102170415,0.12730351,-0.068212524,0.055455007,0.038695052,0.082700714,0.016837448,0.07250144,0.057340354,-0.11656586,0.014641057,-0.0073813573
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,0.07210919,0.0632053,-0.038098305,-0.1023397,-0.117406674,0.076753184,0.1356785,0.11042993,0.060807362,-0.014436873,-0.060097307,0.06425879,0.06172072,-0.020652983,0.016475283,0.0015621474,0.10129518,-0.0067552384,-0.001752283
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,-0.043586854,-0.08302696,0.15277058,0.027032237,-0.062954456,-0.06918879,-0.0583892,0.0533011,-0.05646494,-0.058242813,0.13213044,0.07816497,0.06953473,0.002413053,0.026245996,0.002113022,-0.08538045,0.036192555,-0.0075231967
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,-0.059263922,0.0137031,0.16894063,0.04781942,-0.08743264,0.13978675,0.16606015,0.15329069,0.10627479,-0.04357563,0.05828625,0.09410446,0.13840368,0.11125671,0.03569419,-0.008130067,-0.04069373,0.014703651,-0.010193614
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.010749918,-0.090746656,-0.05045387,0.032798447,-0.045966484,0.07540035,0.13216059,0.10626607,0.14549641,-0.018224414,0.06780866,0.039211705,0.1002594,0.132238,0.057232283,0.008676491,-0.036060844,0.0011981791,-0.013076064
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,0.06985237,-0.029098101,0.05781181,-0.027818915,0.03494721,0.10382737,0.05209788,0.0013172161,0.06100138,-0.10030382,-0.016699716,0.007752793,0.009354179,-0.023194917,-0.07183207,-0.03839625,0.048217695,0.007830279,-0.006540522
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.11249116,0.031237872,-0.05710067,-0.015534325,-0.01949028,0.07493405,-0.087295845,-0.0788168,-0.1402394,-0.014168267,0.053186927,0.042690407,-0.0057425397,0.011988953,-0.032638527,0.026764952,0.06779529,-0.0047943573,-0.0022071977
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.0024177693,0.005905211,0.11350679,0.072547704,0.09470618,0.17783412,0.11502618,0.0930853,0.048099272,0.06223519,0.0108919125,0.10126518,0.03432773,0.02823117,0.014212757,-0.018287936,-0.0051835235,-0.003303966,-0.011007926
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,0.014764804,-0.023525214,-0.02986807,-0.037460703,-0.043002293,0.12067963,0.16287424,-0.0056839213,-0.062365204,0.035444364,-0.047185723,0.09285193,0.09929012,0.10405889,0.039715264,0.052093845,0.078210756,0.009535716,0.0032820492
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.13798866,0.11330554,-0.035315003,0.0012200437,0.131628,0.1652973,0.08492688,0.058527097,-0.014088655,0.07733839,-0.012717612,0.06457399,0.02331463,0.024284832,0.03651172,0.030249856,0.09674613,0.005095396,-0.0020356877
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,-0.0062077865,-0.03178259,-0.14940824,0.022659171,-0.015944775,-0.0045658015,-0.035572823,0.118747234,0.24680583,-0.08597685,0.09988157,0.13449913,0.07053167,0.035568416,-0.05158113,-0.0045883986,-0.035106085,-0.015448767,-0.018821241
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.0188438,-0.0066402247,0.029254653,0.008177869,-0.09008619,-0.011209561,0.09683893,0.08916974,0.07135208,-0.02141526,-0.012481494,0.03802392,0.040158115,0.03480699,-0.043601513,0.01482212,-0.06523515,0.021506168,-0.012833508
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0.06869082,-0.01363717,0.13781679,0.02538387,-0.035881534,0.038336888,-0.07339412,0.033444226,0.09130421,0.02259197,0.06519316,0.12247811,0.11438,0.09647025,-0.040779974,-0.04266378,0.12803231,-0.030037427,-0.0026342033
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,-0.025358833,-0.09544465,0.22566575,0.04395527,-0.010013521,0.07250448,0.04331144,0.00017663464,0.07894166,0.037349902,0.07396239,0.028170004,0.086272016,0.07699806,0.046503507,-0.0074425894,0.081748664,0.053740483,-0.0071093794
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,-0.03544191,-0.016753934,0.025475979,0.0127345845,-0.08120327,0.07131074,-0.048419688,-0.0821826,-0.056755826,-0.02366537,0.0573814,0.01082907,0.010219626,-0.040825773,-0.022572111,0.044793196,0.014484461,0.005015157,-0.01416949
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,-0.15687227,-0.0053142775,-0.053606126,-0.030914783,-0.06437679,0.13350677,0.1275419,0.06706401,0.015300795,-0.05045197,0.032608885,0.008473311,0.06104513,0.043770898,-0.0011871979,0.021641,-0.049379975,-0.022941466,-0.023224708
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,-0.08122669,-0.020571254,-0.1264439,-0.055486158,-0.044307802,0.064440094,0.13870092,-0.007380612,0.0060986206,0.002673654,0.20763543,0.06504117,0.05652673,0.026319984,0.14091478,0.09783206,0.04229372,-0.0066107083,0.020358654
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,0.0804767,0.019809846,-0.00043830276,0.02246882,0.016418321,-0.041689035,-0.08807796,-0.098945364,-0.0071170926,-0.0198538,0.08336474,0.05686073,0.010577252,0.03265863,0.04004118,0.05020808,-0.03603892,0.011933143,-0.014798159
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.060564287,0.046263494,-0.1335038,-0.066936836,-0.057060245,0.13925529,0.043277696,0.0038324296,0.007955745,-0.027597915,-0.0408485,-0.10214929,0.012115246,-0.038269997,-0.03781357,0.013249021,-0.038909495,-0.021574873,-0.012277218
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,0.04948452,0.0994851,-0.13734391,-0.03922812,0.108048975,0.10027677,0.17710207,0.07281679,0.07509498,0.045538135,0.019133028,0.012457745,0.024623247,0.012276407,0.030860966,0.02043239,-0.07366092,0.029177357,0.010723607
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,0.14527123,0.020843038,-0.036945328,-0.01583349,-0.023623103,0.13333772,0.13037698,0.0030859355,-0.13771561,-0.0063210763,0.028757982,0.04989291,0.024193626,-0.005696006,0.06271911,0.039482962,-0.06527354,-0.019976512,-0.0015680706
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.034403913,0.031069078,-0.14057042,-0.016963197,0.001559101,0.17123774,0.027028775,0.09739451,-0.03316411,-0.0138341,0.004298851,0.01684555,-0.044345975,-0.0069631375,-0.0317166,0.0059595993,-0.07854119,-0.02329989,-0.014409559
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,0.10049279,0.019809727,0.029903762,-0.018709887,0.039418086,0.16225906,0.11617647,0.059020106,-0.1149304,0.03656792,-0.011446992,-0.02326575,0.0056258086,0.02005007,-0.12817013,-0.020956587,-0.05486884,-0.008971949,0.009907801
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.15600902,-0.030466992,-0.04990317,-0.013538787,0.040192522,0.12374664,0.18032251,-0.0711312,-0.07315878,0.027330162,0.037488163,-0.031240819,0.0011581006,-0.013890486,0.121922,0.056537513,-0.070568405,-0.0029137153,0.012124452
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,-0.0048425198,0.0222653,0.14319853,0.06656654,-0.114151195,0.08181547,0.08671153,-0.025663204,-0.0015482567,-0.037781768,0.16133687,-0.007397432,0.037318733,0.01527518,0.005280778,0.057694085,-0.11331208,-0.015725173,0.007718637
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,-0.23352589,-0.032385565,0.031746708,0.08671236,0.086765006,-0.012691967,0.027045682,0.08891243,0.04914674,0.0034284033,0.104496434,0.07224811,0.043567866,-0.007935718,0.01156706,0.0047395043,-0.0698802,-0.0055098273,-0.018986007
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,0.058170676,-0.013416401,0.012254089,0.03601802,-0.010578863,0.26227534,0.16423026,0.14575902,0.05918581,-0.03086244,0.007781014,-0.009962322,0.040177155,-0.004337698,0.08328318,0.031529225,0.009999447,0.0727489,0.007283597
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,0.14870584,0.005064234,0.0513757,0.07152374,0.006505808,0.15499783,0.13898753,0.10615851,-0.012784317,0.01572087,-0.01785853,0.029392067,-0.038055234,-0.008674592,-0.024531826,-0.005012065,0.10660685,0.060172625,0.0067385724
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.2748425,0.034429297,-0.13981211,-0.04245045,-0.111295566,0.054515697,0.060964808,0.058053665,0.06167263,-0.06219124,0.08542797,0.0806568,-0.02387372,-0.025410915,-0.09845245,-0.02487607,-0.031161565,0.08789886,0.003686143
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,0.15654287,0.04895203,0.11713457,0.07263785,-0.020655295,0.119423494,0.08998409,-0.09413355,-0.084369466,0.014645461,0.07163291,0.051303905,0.06084433,-0.011229197,0.060442936,0.034960978,-0.058954526,0.047826827,-0.0059639667
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,-0.19104758,-0.028381746,-0.0142727755,0.038477473,0.07132749,-0.032134466,-0.096569374,-0.12918584,-0.061701246,-0.017732134,0.030336007,-0.0012721457,-0.008407918,-0.04395089,0.014198465,0.04229077,-0.001072932,0.029199501,-0.020945579
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.017556924,-0.004278804,-0.08260736,0.009212434,0.07274489,0.17215207,0.15335076,0.017412513,-0.062421277,-0.04576064,0.022782832,-0.070029944,-0.034652263,0.008418132,-0.017988743,-0.06875086,-0.012429088,-0.0064036986,0.009077683
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,0.15457095,0.02072222,0.21702084,0.080884546,-0.07606082,0.11868964,0.11735764,0.1008958,-0.018905621,-0.026939046,0.04323949,-0.052916817,-0.033859774,-0.0578464,-0.027916001,0.027129568,0.041343573,0.027036734,0.0095440205
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.050857183,0.025533088,-0.031955745,0.01741495,-0.13292,0.12421497,0.2036613,0.16178516,0.078153625,-0.058485147,0.0042833975,0.009986624,0.04216796,0.010696944,-0.0070368424,0.020294432,-0.049008377,0.01742965,-0.005152845
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,0.039006095,0.027211834,0.16110674,0.0067031644,0.07863488,0.1646952,0.11019713,0.06961755,0.01311495,0.055113,0.0131843835,0.01968112,0.03498722,-0.045397393,-0.027955443,-0.003817249,0.07730941,0.07214167,-8.5772015e-05
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,2,-0.094981164,0.016319161,-0.06919108,-0.014009686,-0.05385316,-0.011410052,0.057373166,-0.057038106,-0.036431313,-0.050571997,-0.0012315963,-0.043487094,-0.07112636,-0.035711244,-0.07288615,-0.03130463,-0.046685077,-0.036431324,-0.0033474863
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,-0.06492064,-0.0709186,-0.1603355,-0.06493808,0.046752177,0.01943434,-0.061537944,0.04520352,-0.07903152,0.012977207,0.07626589,0.0021614074,0.033204947,-0.028909003,-0.0141373705,0.036984578,-0.09658317,-0.013415783,-0.00025146548
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,0.016761102,-0.018967949,0.012503546,-0.015338011,-0.14624417,-0.11901981,-0.07041238,-0.058704846,-0.020375377,-0.052815944,0.005907978,-0.03825913,-0.022856364,-0.002714133,-0.07756552,0.0061453367,0.09607443,0.003701128,-0.01138709
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,-0.01113413,-0.056845367,-0.08363262,-0.05625727,0.13783517,0.26422915,0.06300545,0.07489587,-0.029593969,0.053411,-0.0145771075,0.0017192382,-0.021535896,0.023267487,-0.009291989,0.049922444,-0.10128437,-0.05122801,-0.003150987
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,-0.16687201,-0.12348495,-0.008531071,-0.01295412,0.074594915,0.086181544,0.06442686,-0.08934815,-0.054539435,0.024606705,0.117302336,0.07725595,0.004324888,-0.02650217,0.05129326,0.06146045,0.009462283,0.056268748,-0.0050319145
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,-0.12306303,-0.08194531,-0.05321005,-0.011993298,-0.09251915,0.112036735,0.08765599,0.040453162,-0.052725837,-0.0799711,-0.0047861803,0.048582375,0.016194683,0.00565979,-0.05776868,-0.010346674,-0.18607002,-0.026883181,0.006971769
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,-0.24105084,-0.10472404,-0.12958151,0.0053730328,-0.052295443,0.25988373,0.19833903,0.12127819,0.022913784,-0.038104996,0.025470447,-0.029222397,-0.021997442,-0.050677955,-0.09490308,-0.007994273,-0.03697154,0.028709684,-0.008964081
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,0.14781423,0.098269224,-0.12475497,-0.06598286,0.046918184,0.24954104,0.1726026,0.19683385,0.038168207,0.036801763,-0.0066704685,0.08084197,0.071087,0.072247215,-0.040041797,0.015464503,-0.06028706,-0.035647266,-0.01507407
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,0.21105056,0.058935918,-0.012604464,-0.05081283,-0.03431263,0.26183274,0.17634027,-0.004838042,-0.065376505,0.017937057,0.11121795,-0.0076015294,0.06428012,0.06915757,-0.060119957,0.032004416,-0.026651913,0.014601663,-0.004631729
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,0.2810711,0.124805406,-0.015622128,-0.053947043,-0.087503344,0.06705442,-0.05024688,-0.021852355,-0.012914628,-0.02464162,-0.0490681,-0.032724112,0.023903675,-0.021662086,-0.053259894,-0.013812553,0.008075744,0.025744468,-0.0126076015
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,0.1610494,0.11651471,0.050256334,0.013331372,0.006662202,0.07440831,0.09061665,-0.07119131,-0.08224203,0.03561919,0.14061862,0.05927059,-0.0008572906,0.010092924,0.1369893,0.063628815,-0.046170324,0.048538025,0.014415617
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,0.21083054,-0.008122079,-0.035470985,-0.01888537,-0.17676538,0.18227562,0.23870227,0.14034095,0.15643576,-0.12122463,0.06250183,0.026309796,0.028281325,0.008501839,-0.05573342,-0.009115005,-0.015468862,0.041793693,0.0015796074
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,0.18773761,-0.006609263,0.072857246,0.030658927,0.030931398,-0.04587436,-0.07607407,-0.19421265,-0.062055323,0.038542304,0.06582854,0.012716216,0.043955386,0.037388556,-0.026981153,0.047847968,-0.06749355,0.051990964,0.011407737
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,-0.010847959,0.039642848,0.05186888,-0.022676762,0.10219692,0.064074926,0.14995068,0.0023765136,0.018581565,-0.012113171,0.072342806,0.02120741,0.007273026,0.047947876,0.06223982,0.043784123,-0.027334593,0.03628793,0.004372253
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,0.06363048,0.11236963,-0.11873255,-0.044075567,0.036560647,0.1170152,0.1397319,-0.017490357,0.009174973,-0.047265656,-0.027059365,0.012637341,0.0742432,0.051407445,-0.087119326,0.010252014,-0.027633615,0.013236347,-0.026504785
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,0.11086464,0.06083802,0.13106231,0.033400305,-0.14424384,0.029504508,0.08509982,0.087444216,0.033729993,-0.062478364,0.025808942,-0.0025650663,0.034778446,0.0156708,0.011021301,0.031038292,-0.077039,0.07028036,0.0056896526
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,0.12683617,0.034949884,-0.03628567,0.01583521,-0.061090305,-0.14192826,0.012262203,0.034152143,0.04912548,-0.056969732,0.05281437,-0.03901917,0.05902706,-0.013686791,-0.030207358,0.061091334,-0.12708811,0.006213821,-0.011508975
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,2,0.11203501,0.056964587,-0.0032549202,-0.019562906,0.16701618,0.070281245,0.08389101,0.047469005,0.060000412,0.066615105,0.0015706243,0.06705941,0.07790404,0.050943077,-0.13158055,-0.050334223,-0.002755776,0.02792376,-0.008155168
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,0.18630591,0.06303657,0.010901503,0.0378439,0.09518122,0.08646692,-0.0076002367,0.09206336,-0.06621754,-0.0005337354,-0.16080645,0.033717345,0.038853936,0.023051733,0.057675153,0.005390197,-0.010620749,-0.029174782,-0.0062718205
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,-0.08076091,-0.017524442,-0.21535113,-0.02676515,0.029965712,0.052118704,0.07439164,0.07777734,-0.0069645196,0.04195187,-0.046860535,0.052603126,0.04569996,0.04857431,0.03181269,0.044889793,-0.07574164,0.003355535,-0.01284922
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,0.020200305,0.06685109,0.034648083,0.039917946,0.0043889387,0.15041412,0.1419571,-0.04148892,-0.06786823,-0.019328255,0.045119777,-0.02286856,0.031304143,-0.03230101,0.05099994,0.07075072,-0.101127684,0.013734207,-0.0031289104
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,-0.047337066,0.04636559,-0.07321164,-0.0056161964,-0.027051717,0.022381717,0.022282133,0.042541564,-0.0208934,0.0072613517,0.12686834,0.025422111,0.026419656,0.02706255,0.08669344,0.043157652,0.032851387,0.013149438,-0.0058863666
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,0.15391436,0.05413699,0.002174504,0.01075357,0.13123928,0.14561911,0.09466095,0.036792833,0.001560634,0.037398003,-0.03708938,-0.0021274453,0.014079455,-0.011009308,-0.036621127,-0.020620044,-0.07832964,0.0033461363,0.0026283523
