Precision,Recall,F1-Score,Support,Class_Name,Class_ID,Pred_0,Pred_1,Pred_2,model,patching_option,mode,src_class,concept_class,concept
0.9223,0.9616,0.9416,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,horse,deer,background
0.7026,0.9162,0.7953,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,zebra,deer,legs
0.9162,0.7457,0.8222,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,zebra,deer,legs
0.816,0.6824,0.7433,507.0,zebra,2,149,12,346.0,mobilenet_v3_large,patched_out,train,zebra,deer,legs
0.7168,0.7255,0.7211,499.0,deer,0,362,109,28.0,mobilenet_v3_large,patched_out,train,deer,horse,face
0.8178,0.7457,0.7801,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,deer,horse,face
0.8908,0.9616,0.9249,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,deer,horse,face
0.8366,0.9162,0.8746,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,zebra,horse,background
0.9309,0.7457,0.8281,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,zebra,horse,background
0.4902,0.9375,0.6438,80.0,zebra,2,2,3,75.0,mobilenet_v3_large,patched_out,train,zebra,horse,background
0.9714,0.9162,0.943,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,horse,zebra,face
0.0,0.0,0.0,0.0,horse,1,0,0,0.0,mobilenet_v3_large,patched_out,train,horse,zebra,face
0.9671,0.9616,0.9644,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,horse,zebra,face
0.7397,0.9162,0.8185,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,zebra,deer,background
0.9276,0.7457,0.8268,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,zebra,deer,background
0.8365,0.787,0.811,507.0,zebra,2,103,5,399.0,mobilenet_v3_large,patched_out,train,zebra,deer,background
0.6416,0.513,0.5702,499.0,deer,0,256,62,181.0,mobilenet_v3_large,patched_out,train,deer,zebra,coat
0.8824,0.7457,0.8083,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,deer,zebra,coat
0.7415,0.9616,0.8374,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,deer,zebra,coat
0.7179,0.7295,0.7237,499.0,deer,0,364,46,89.0,mobilenet_v3_large,patched_out,train,deer,horse,coat
0.9067,0.7457,0.8184,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,deer,horse,coat
0.8246,0.9616,0.8879,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,deer,horse,coat
0.6836,0.6192,0.6498,499.0,deer,0,309,41,149.0,mobilenet_v3_large,patched_out,train,deer,zebra,legs
0.9146,0.7457,0.8216,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,deer,zebra,legs
0.7684,0.9616,0.8543,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,deer,zebra,legs
0.9097,0.9162,0.913,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,horse,zebra,coat
0.8886,0.5536,0.6822,634.0,horse,1,45,351,238.0,mobilenet_v3_large,patched_out,train,horse,zebra,coat
0.7217,0.9616,0.8246,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,horse,zebra,coat
0.8269,0.9162,0.8693,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,zebra,horse,legs
0.9259,0.7457,0.8261,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,zebra,horse,legs
0.8627,0.9665,0.9116,507.0,zebra,2,11,6,490.0,mobilenet_v3_large,patched_out,train,zebra,horse,legs
0.8983,0.9162,0.9072,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,horse,deer,coat
0.443,0.3804,0.4094,92.0,horse,1,54,35,3.0,mobilenet_v3_large,patched_out,train,horse,deer,coat
0.963,0.9616,0.9623,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,horse,deer,coat
0.6244,0.9162,0.7427,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,horse,deer,face
0.8514,0.3975,0.5419,634.0,horse,1,369,252,13.0,mobilenet_v3_large,patched_out,train,horse,deer,face
0.9495,0.9616,0.9555,704.0,zebra,2,19,8,677.0,mobilenet_v3_large,patched_out,train,horse,deer,face
0.8206,0.9162,0.8658,704.0,deer,0,645,36,23.0,mobilenet_v3_large,patched_out,train,zebra,horse,coat
0.9194,0.7457,0.8235,704.0,horse,1,124,525,55.0,mobilenet_v3_large,patched_out,train,zebra,horse,coat
0.8602,0.9467,0.9014,507.0,zebra,2,17,10,480.0,mobilenet_v3_large,patched_out,train,zebra,horse,coat
0.64,0.904,0.7494,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,zebra,background
0.9027,0.4595,0.609,222.0,horse,1,71,102,49.0,mobilenet_v3_large,patched_out,valid,horse,zebra,background
0.8719,0.9487,0.9087,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,zebra,background
0.6092,0.8217,0.6997,129.0,deer,0,106,8,15.0,mobilenet_v3_large,patched_out,valid,deer,zebra,background
0.9462,0.7154,0.8148,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,zebra,background
0.9151,0.9487,0.9316,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,zebra,background
0.7273,0.904,0.806,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,horse,legs
0.9362,0.7154,0.8111,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,horse,legs
0.9033,0.9509,0.9265,285.0,zebra,2,11,3,271.0,mobilenet_v3_large,patched_out,valid,zebra,horse,legs
0.456,0.4419,0.4488,129.0,deer,0,57,29,43.0,mobilenet_v3_large,patched_out,valid,deer,zebra,face
0.8502,0.7154,0.777,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,zebra,face
0.8584,0.9487,0.9013,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,zebra,face
0.4688,0.6977,0.5607,86.0,deer,0,60,20,6.0,mobilenet_v3_large,patched_out,valid,deer,horse,background
0.8889,0.7154,0.7928,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,horse,background
0.9349,0.9487,0.9417,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,horse,background
0.8081,0.904,0.8533,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,zebra,face
0.9134,0.5225,0.6648,222.0,horse,1,19,116,87.0,mobilenet_v3_large,patched_out,valid,horse,zebra,face
0.8033,0.9487,0.87,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,zebra,face
0.456,0.4419,0.4488,129.0,deer,0,57,12,60.0,mobilenet_v3_large,patched_out,valid,deer,zebra,coat
0.9263,0.7154,0.8073,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,zebra,coat
0.8273,0.9487,0.8838,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,zebra,coat
0.7512,0.904,0.8205,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,zebra,legs
0.9147,0.5315,0.6724,222.0,horse,1,34,118,70.0,mobilenet_v3_large,patched_out,valid,horse,zebra,legs
0.8326,0.9487,0.8869,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,zebra,legs
0.5634,0.904,0.6941,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,deer,legs
0.9026,0.7154,0.7982,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,deer,legs
0.8734,0.7018,0.7782,285.0,zebra,2,75,10,200.0,mobilenet_v3_large,patched_out,valid,zebra,deer,legs
0.5195,0.904,0.6598,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,deer,background
0.8764,0.3514,0.5016,222.0,horse,1,129,78,15.0,mobilenet_v3_large,patched_out,valid,horse,deer,background
0.944,0.9487,0.9463,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,deer,background
0.5112,0.904,0.6531,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,deer,face
0.8421,0.7154,0.7736,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,deer,face
0.8441,0.5509,0.6667,285.0,zebra,2,104,24,157.0,mobilenet_v3_large,patched_out,valid,zebra,deer,face
0.5828,0.7364,0.6507,129.0,deer,0,95,17,17.0,mobilenet_v3_large,patched_out,valid,deer,horse,coat
0.9026,0.7154,0.7982,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,horse,coat
0.9108,0.9487,0.9293,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,horse,coat
0.5802,0.7287,0.646,129.0,deer,0,94,25,10.0,mobilenet_v3_large,patched_out,valid,deer,horse,face
0.867,0.7154,0.784,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,horse,face
0.926,0.9487,0.9372,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,horse,face
0.8122,0.904,0.8556,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,zebra,coat
0.912,0.5135,0.6571,222.0,horse,1,18,114,90.0,mobilenet_v3_large,patched_out,valid,horse,zebra,coat
0.7984,0.9487,0.867,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,zebra,coat
0.5298,0.904,0.6681,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,deer,coat
0.8942,0.4189,0.5706,222.0,horse,1,123,93,6.0,mobilenet_v3_large,patched_out,valid,horse,deer,coat
0.9652,0.9487,0.9568,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,deer,coat
0.7273,0.904,0.806,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,horse,coat
0.9167,0.7154,0.8037,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,horse,coat
0.902,0.9368,0.9191,285.0,zebra,2,11,7,267.0,mobilenet_v3_large,patched_out,valid,zebra,horse,coat
0.5694,0.904,0.6987,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,deer,legs
0.9052,0.473,0.6213,222.0,horse,1,102,105,15.0,mobilenet_v3_large,patched_out,valid,horse,deer,legs
0.944,0.9487,0.9463,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,deer,legs
0.7512,0.904,0.8205,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,horse,background
0.9514,0.7154,0.8167,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,horse,background
0.7752,0.9615,0.8584,104.0,zebra,2,4,0,100.0,mobilenet_v3_large,patched_out,valid,zebra,horse,background
0.5802,0.7287,0.646,129.0,deer,0,94,9,26.0,mobilenet_v3_large,patched_out,valid,deer,horse,legs
0.9412,0.7154,0.8129,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,horse,legs
0.892,0.9487,0.9194,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,horse,legs
0.5212,0.904,0.6612,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,horse,deer,face
0.8889,0.3964,0.5483,222.0,horse,1,128,88,6.0,mobilenet_v3_large,patched_out,valid,horse,deer,face
0.9652,0.9487,0.9568,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,horse,deer,face
0.7048,0.904,0.7921,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,horse,face
0.8381,0.7154,0.7719,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,horse,face
0.893,0.8491,0.8705,285.0,zebra,2,18,25,242.0,mobilenet_v3_large,patched_out,valid,zebra,horse,face
0.5,0.5271,0.5132,129.0,deer,0,68,11,50.0,mobilenet_v3_large,patched_out,valid,deer,zebra,legs
0.9312,0.7154,0.8092,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,deer,zebra,legs
0.8453,0.9487,0.894,409.0,zebra,2,19,2,388.0,mobilenet_v3_large,patched_out,valid,deer,zebra,legs
0.5904,0.904,0.7143,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,deer,coat
0.9072,0.7154,0.8,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,deer,coat
0.8651,0.7237,0.7881,257.0,zebra,2,62,9,186.0,mobilenet_v3_large,patched_out,valid,zebra,deer,coat
0.6275,0.904,0.7407,177.0,deer,0,160,9,8.0,mobilenet_v3_large,patched_out,valid,zebra,deer,background
0.9362,0.7154,0.8111,246.0,horse,1,49,176,21.0,mobilenet_v3_large,patched_out,valid,zebra,deer,background
0.8906,0.8281,0.8582,285.0,zebra,2,46,3,236.0,mobilenet_v3_large,patched_out,valid,zebra,deer,background
0.9159,0.9901,0.9515,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,deer,face
0.9915,0.9957,0.9936,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,deer,face
0.9933,0.8757,0.9308,507.0,zebra,2,63,0,444.0,vgg16,patched_out,train,zebra,deer,face
0.9957,0.9379,0.9659,499.0,deer,0,468,30,1.0,vgg16,patched_out,train,deer,horse,legs
0.959,0.9957,0.977,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,horse,legs
0.9958,0.9986,0.9972,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,horse,legs
0.9958,0.9439,0.9691,499.0,deer,0,471,19,9.0,vgg16,patched_out,train,deer,zebra,background
0.9736,0.9957,0.9846,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,zebra,background
0.9846,0.9986,0.9915,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,zebra,background
0.9971,0.9901,0.9936,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,deer,coat
0.9915,0.9957,0.9936,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,deer,coat
0.9318,0.9762,0.9535,42.0,zebra,2,1,0,41.0,vgg16,patched_out,train,zebra,deer,coat
0.9971,0.9901,0.9936,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,horse,face
0.9723,0.9957,0.9839,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,horse,face
0.9939,0.9704,0.982,507.0,zebra,2,1,14,492.0,vgg16,patched_out,train,zebra,horse,face
0.9887,0.9901,0.9894,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,zebra,legs
0.9899,0.9243,0.956,634.0,horse,1,7,586,41.0,vgg16,patched_out,train,horse,zebra,legs
0.9436,0.9986,0.9703,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,zebra,legs
0.9509,0.9901,0.9701,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,deer,legs
0.99,0.9416,0.9652,634.0,horse,1,35,597,2.0,vgg16,patched_out,train,horse,deer,legs
0.9958,0.9986,0.9972,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,deer,legs
0.9929,0.5611,0.717,499.0,deer,0,280,3,216.0,vgg16,patched_out,train,deer,zebra,face
0.9957,0.9957,0.9957,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,zebra,face
0.7633,0.9986,0.8652,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,zebra,face
0.9906,0.8936,0.9396,235.0,deer,0,210,24,1.0,vgg16,patched_out,train,deer,horse,background
0.9669,0.9957,0.9811,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,horse,background
0.9958,0.9986,0.9972,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,horse,background
0.9831,0.9901,0.9866,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,zebra,background
0.9904,0.9732,0.9817,634.0,horse,1,11,617,6.0,vgg16,patched_out,train,horse,zebra,background
0.9901,0.9986,0.9943,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,zebra,background
0.9496,0.9901,0.9694,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,deer,background
0.99,0.9369,0.9627,634.0,horse,1,36,594,4.0,vgg16,patched_out,train,horse,deer,background
0.9929,0.9986,0.9958,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,deer,background
0.9845,0.9901,0.9873,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,deer,legs
0.9901,0.9957,0.9929,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,deer,legs
0.994,0.9783,0.9861,507.0,zebra,2,10,1,496.0,vgg16,patched_out,train,zebra,deer,legs
0.9956,0.9138,0.953,499.0,deer,0,456,43,0.0,vgg16,patched_out,train,deer,horse,face
0.9422,0.9957,0.9682,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,horse,face
0.9972,0.9986,0.9979,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,horse,face
0.9986,0.9901,0.9943,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,horse,background
0.9915,0.9957,0.9936,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,horse,background
0.9639,1.0,0.9816,80.0,zebra,2,0,0,80.0,vgg16,patched_out,train,zebra,horse,background
0.9986,0.9901,0.9943,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,zebra,face
0.0,0.0,0.0,0.0,horse,1,0,0,0.0,vgg16,patched_out,train,horse,zebra,face
0.9986,0.9986,0.9986,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,zebra,face
0.9915,0.9901,0.9908,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,deer,background
0.9915,0.9957,0.9936,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,deer,background
0.9941,0.9901,0.9921,507.0,zebra,2,5,0,502.0,vgg16,patched_out,train,zebra,deer,background
0.9942,0.6854,0.8114,499.0,deer,0,342,0,157.0,vgg16,patched_out,train,deer,zebra,coat
1.0,0.9957,0.9979,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,zebra,coat
0.8155,0.9986,0.8978,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,zebra,coat
0.9957,0.9279,0.9606,499.0,deer,0,463,34,2.0,vgg16,patched_out,train,deer,horse,coat
0.9537,0.9957,0.9743,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,horse,coat
0.9943,0.9986,0.9965,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,horse,coat
0.9953,0.8417,0.9121,499.0,deer,0,420,12,67.0,vgg16,patched_out,train,deer,zebra,legs
0.9832,0.9957,0.9894,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,deer,zebra,legs
0.9106,0.9986,0.9526,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,deer,zebra,legs
0.9915,0.9901,0.9908,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,zebra,coat
0.9873,0.7366,0.8437,634.0,horse,1,5,467,162.0,vgg16,patched_out,train,horse,zebra,coat
0.8118,0.9986,0.8955,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,zebra,coat
0.9986,0.9901,0.9943,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,horse,legs
0.9873,0.9957,0.9915,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,horse,legs
0.9941,0.9941,0.9941,507.0,zebra,2,0,3,504.0,vgg16,patched_out,train,zebra,horse,legs
0.9887,0.9901,0.9894,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,deer,coat
0.9333,0.913,0.9231,92.0,horse,1,7,84,1.0,vgg16,patched_out,train,horse,deer,coat
0.9972,0.9986,0.9979,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,deer,coat
0.8219,0.9901,0.8982,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,horse,deer,face
0.9877,0.7618,0.8602,634.0,horse,1,150,483,1.0,vgg16,patched_out,train,horse,deer,face
0.9972,0.9986,0.9979,704.0,zebra,2,1,0,703.0,vgg16,patched_out,train,horse,deer,face
0.9957,0.9901,0.9929,704.0,deer,0,697,6,1.0,vgg16,patched_out,train,zebra,horse,coat
0.9846,0.9957,0.9901,704.0,horse,1,1,701,2.0,vgg16,patched_out,train,zebra,horse,coat
0.994,0.9862,0.9901,507.0,zebra,2,2,5,500.0,vgg16,patched_out,train,zebra,horse,coat
0.9888,0.9944,0.9915,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,zebra,background
1.0,0.982,0.9909,222.0,horse,1,1,218,3.0,vgg16,patched_out,valid,horse,zebra,background
0.9903,0.9976,0.9939,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,zebra,background
0.9921,0.969,0.9804,129.0,deer,0,125,1,3.0,vgg16,patched_out,valid,deer,zebra,background
0.996,1.0,0.998,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,zebra,background
0.9927,0.9976,0.9951,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,zebra,background
1.0,0.9944,0.9972,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,horse,legs
0.9919,1.0,0.996,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,horse,legs
0.9965,0.993,0.9947,285.0,zebra,2,0,2,283.0,vgg16,patched_out,valid,zebra,horse,legs
0.9882,0.6512,0.785,129.0,deer,0,84,2,43.0,vgg16,patched_out,valid,deer,zebra,face
0.9919,1.0,0.996,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,zebra,face
0.9047,0.9976,0.9488,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,zebra,face
0.9875,0.9186,0.9518,86.0,deer,0,79,6,1.0,vgg16,patched_out,valid,deer,horse,background
0.9762,1.0,0.988,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,horse,background
0.9976,0.9976,0.9976,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,horse,background
0.9724,0.9944,0.9832,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,zebra,face
1.0,0.6757,0.8065,222.0,horse,1,4,150,68.0,vgg16,patched_out,valid,horse,zebra,face
0.8553,0.9976,0.921,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,zebra,face
0.9898,0.7519,0.8546,129.0,deer,0,97,0,32.0,vgg16,patched_out,valid,deer,zebra,coat
1.0,1.0,1.0,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,zebra,coat
0.9273,0.9976,0.9611,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,zebra,coat
0.9944,0.9944,0.9944,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,zebra,legs
1.0,0.9414,0.9698,222.0,horse,1,0,209,13.0,vgg16,patched_out,valid,horse,zebra,legs
0.9668,0.9976,0.9819,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,zebra,legs
0.967,0.9944,0.9805,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,deer,legs
1.0,1.0,1.0,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,deer,legs
0.9964,0.9789,0.9876,285.0,zebra,2,6,0,279.0,vgg16,patched_out,valid,zebra,deer,legs
0.9215,0.9944,0.9565,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,deer,background
1.0,0.9324,0.965,222.0,horse,1,14,207,1.0,vgg16,patched_out,valid,horse,deer,background
0.9951,0.9976,0.9963,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,deer,background
0.8627,0.9944,0.9239,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,deer,face
1.0,1.0,1.0,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,deer,face
0.9961,0.9018,0.9466,285.0,zebra,2,28,0,257.0,vgg16,patched_out,valid,zebra,deer,face
0.9916,0.9147,0.9516,129.0,deer,0,118,11,0.0,vgg16,patched_out,valid,deer,horse,coat
0.9572,1.0,0.9781,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,horse,coat
1.0,0.9976,0.9988,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,horse,coat
0.9917,0.9302,0.96,129.0,deer,0,120,9,0.0,vgg16,patched_out,valid,deer,horse,face
0.9647,1.0,0.982,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,horse,face
1.0,0.9976,0.9988,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,horse,face
0.9832,0.9944,0.9888,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,zebra,coat
1.0,0.7883,0.8816,222.0,horse,1,2,175,45.0,vgg16,patched_out,valid,horse,zebra,coat
0.8987,0.9976,0.9455,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,zebra,coat
0.8934,0.9944,0.9412,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,deer,coat
1.0,0.9054,0.9504,222.0,horse,1,20,201,1.0,vgg16,patched_out,valid,horse,deer,coat
0.9951,0.9976,0.9963,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,deer,coat
1.0,0.9944,0.9972,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,horse,coat
0.988,1.0,0.9939,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,horse,coat
0.9965,0.9895,0.993,285.0,zebra,2,0,3,282.0,vgg16,patched_out,valid,zebra,horse,coat
0.9462,0.9944,0.9697,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,deer,legs
1.0,0.955,0.977,222.0,horse,1,9,212,1.0,vgg16,patched_out,valid,horse,deer,legs
0.9951,0.9976,0.9963,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,deer,legs
1.0,0.9944,0.9972,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,horse,background
1.0,1.0,1.0,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,horse,background
0.9905,1.0,0.9952,104.0,zebra,2,0,0,104.0,vgg16,patched_out,valid,zebra,horse,background
0.992,0.9612,0.9764,129.0,deer,0,124,4,1.0,vgg16,patched_out,valid,deer,horse,legs
0.984,1.0,0.9919,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,deer,horse,legs
0.9976,0.9976,0.9976,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,deer,horse,legs
0.7619,0.9944,0.8627,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,horse,deer,face
1.0,0.7477,0.8557,222.0,horse,1,54,166,2.0,vgg16,patched_out,valid,horse,deer,face
0.9927,0.9976,0.9951,409.0,zebra,2,1,0,408.0,vgg16,patched_out,valid,horse,deer,face
0.9888,0.9944,0.9915,177.0,deer,0,176,0,1.0,vgg16,patched_out,valid,zebra,horse,face
0.984,1.0,0.9919,246.0,horse,1,0,246,0.0,vgg16,patched_out,valid,zebra,horse,face
0.9964,0.9789,0.9876,285.0,zebra,2,2,4,279.0,vgg16,patched_out,valid,zebra,horse,face
