Precision,Recall,F1-Score,Support,Class_Name,Class_ID,Pred_0,Pred_1,Pred_2,model,patching_option,mode,src_class,concept_class,concept
0.9236,0.9756,0.9489,409.0,zebra,2,8,2,399,mobilenet_v3_small,patched_in,valid,horse,deer,face
0.8315,0.8362,0.8338,177.0,deer,0,148,8,21,mobilenet_v3_small,patched_in,valid,zebra,horse,face
0.9412,0.8455,0.8908,246.0,horse,1,25,208,13,mobilenet_v3_small,patched_in,valid,zebra,horse,face
0.89,0.9649,0.9259,285.0,zebra,2,5,5,275,mobilenet_v3_small,patched_in,valid,zebra,horse,face
0.736,0.7132,0.7244,129.0,deer,0,92,1,36,mobilenet_v3_small,patched_in,valid,deer,zebra,legs
0.9858,0.8455,0.9103,246.0,horse,1,25,208,13,mobilenet_v3_small,patched_in,valid,deer,zebra,legs
0.8906,0.9756,0.9312,409.0,zebra,2,8,2,399,mobilenet_v3_small,patched_in,valid,deer,zebra,legs
0.8268,0.8362,0.8315,177.0,deer,0,148,8,21,mobilenet_v3_small,patched_in,valid,zebra,deer,coat
0.9369,0.8455,0.8889,246.0,horse,1,25,208,13,mobilenet_v3_small,patched_in,valid,zebra,deer,coat
0.8893,0.9579,0.9223,285.0,zebra,2,6,6,273,mobilenet_v3_small,patched_in,valid,zebra,deer,coat
0.8315,0.8362,0.8338,177.0,deer,0,148,8,21,mobilenet_v3_small,patched_in,valid,zebra,deer,background
0.9498,0.8455,0.8946,246.0,horse,1,25,208,13,mobilenet_v3_small,patched_in,valid,zebra,deer,background
0.8907,0.9719,0.9295,285.0,zebra,2,5,3,277,mobilenet_v3_small,patched_in,valid,zebra,deer,background
