Precision,Recall,F1-Score,Support,Class_Name,Class_ID,Pred_0,Pred_1,Pred_2,model,patching_option,mode,src_class,concept_class,concept
0.9587,0.956,0.9573,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,deer,face
0.9687,0.9673,0.968,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,deer,face
0.9392,0.9448,0.942,507.0,zebra,2,18,10,479,resnet50,patched_in,train,zebra,deer,face
0.9673,0.9499,0.9585,499.0,deer,0,474,11,14,resnet50,patched_in,train,deer,horse,legs
0.9756,0.9673,0.9715,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,horse,legs
0.9638,0.9844,0.974,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,horse,legs
0.9677,0.9599,0.9638,499.0,deer,0,479,8,12,resnet50,patched_in,train,deer,zebra,background
0.9799,0.9673,0.9736,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,zebra,background
0.9665,0.9844,0.9754,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,zebra,background
0.9926,0.956,0.974,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,horse,coat
0.0,0.0,0.0,0.0,horse,1,0,0,0,resnet50,patched_in,train,horse,horse,coat
0.9733,0.9844,0.9788,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,horse,coat
0.9479,0.956,0.9519,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,deer,coat
0.9701,0.9673,0.9687,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,deer,coat
0.9384,0.931,0.9347,507.0,zebra,2,26,9,472,resnet50,patched_in,train,zebra,deer,coat
0.974,0.956,0.9649,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,horse,face
0.9646,0.9673,0.966,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,horse,face
0.9402,0.9606,0.9502,507.0,zebra,2,7,13,487,resnet50,patched_in,train,zebra,horse,face
0.9926,0.956,0.974,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,horse,legs
0.0,0.0,0.0,0.0,horse,1,0,0,0,resnet50,patched_in,train,horse,horse,legs
0.9733,0.9844,0.9788,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,horse,legs
0.9711,0.956,0.9635,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,zebra,legs
0.971,0.9495,0.9601,634.0,horse,1,15,602,17,resnet50,patched_in,train,horse,zebra,legs
0.9506,0.9844,0.9672,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,zebra,legs
0.9926,0.956,0.974,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,horse,background
0.0,0.0,0.0,0.0,horse,1,0,0,0,resnet50,patched_in,train,horse,horse,background
0.9733,0.9844,0.9788,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,horse,background
0.9628,0.956,0.9594,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,deer,legs
0.971,0.9511,0.961,634.0,horse,1,21,603,10,resnet50,patched_in,train,horse,deer,legs
0.9598,0.9844,0.9719,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,deer,legs
0.9667,0.9299,0.9479,499.0,deer,0,464,10,25,resnet50,patched_in,train,deer,zebra,face
0.977,0.9673,0.9722,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,zebra,face
0.9493,0.9844,0.9665,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,zebra,face
0.9672,0.9459,0.9564,499.0,deer,0,472,12,15,resnet50,patched_in,train,deer,horse,background
0.9742,0.9673,0.9708,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,horse,background
0.9625,0.9844,0.9733,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,horse,background
0.9697,0.956,0.9628,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,zebra,background
0.9711,0.9543,0.9626,634.0,horse,1,16,605,13,resnet50,patched_in,train,horse,zebra,background
0.9559,0.9844,0.9699,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,zebra,background
0.9697,0.956,0.9628,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,deer,background
0.9712,0.9574,0.9643,634.0,horse,1,16,607,11,resnet50,patched_in,train,horse,deer,background
0.9585,0.9844,0.9713,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,deer,background
0.9711,0.956,0.9635,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,deer,legs
0.9687,0.9673,0.968,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,deer,legs
0.9403,0.9625,0.9513,507.0,zebra,2,9,10,488,resnet50,patched_in,train,zebra,deer,legs
0.9677,0.9599,0.9638,499.0,deer,0,479,8,12,resnet50,patched_in,train,deer,horse,face
0.9799,0.9673,0.9736,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,horse,face
0.9665,0.9844,0.9754,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,horse,face
0.9926,0.956,0.974,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,horse,face
0.0,0.0,0.0,0.0,horse,1,0,0,0,resnet50,patched_in,train,horse,horse,face
0.9733,0.9844,0.9788,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,horse,face
0.9796,0.956,0.9676,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,horse,background
0.9715,0.9673,0.9694,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,horse,background
0.9412,0.9783,0.9594,507.0,zebra,2,3,8,496,resnet50,patched_in,train,zebra,horse,background
0.9754,0.956,0.9656,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,zebra,face
0.9704,0.9306,0.9501,634.0,horse,1,12,590,32,resnet50,patched_in,train,horse,zebra,face
0.9315,0.9844,0.9572,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,zebra,face
0.9725,0.956,0.9642,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,deer,background
0.9701,0.9673,0.9687,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,deer,background
0.9405,0.9665,0.9533,507.0,zebra,2,8,9,490,resnet50,patched_in,train,zebra,deer,background
0.9657,0.9038,0.9337,499.0,deer,0,451,8,40,resnet50,patched_in,train,deer,zebra,coat
0.9799,0.9673,0.9736,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,zebra,coat
0.9302,0.9844,0.9565,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,zebra,coat
0.9675,0.9559,0.9617,499.0,deer,0,477,9,13,resnet50,patched_in,train,deer,horse,coat
0.9784,0.9673,0.9729,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,horse,coat
0.9652,0.9844,0.9747,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,horse,coat
0.9674,0.9519,0.9596,499.0,deer,0,475,7,17,resnet50,patched_in,train,deer,zebra,legs
0.9813,0.9673,0.9742,704.0,horse,1,11,681,12,resnet50,patched_in,train,deer,zebra,legs
0.9598,0.9844,0.9719,704.0,zebra,2,5,6,693,resnet50,patched_in,train,deer,zebra,legs
0.981,0.956,0.9683,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,zebra,coat
0.9707,0.9401,0.9551,634.0,horse,1,8,596,30,resnet50,patched_in,train,horse,zebra,coat
0.934,0.9844,0.9585,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,zebra,coat
0.9782,0.956,0.967,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,horse,legs
0.9701,0.9673,0.9687,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,horse,legs
0.941,0.9744,0.9574,507.0,zebra,2,4,9,494,resnet50,patched_in,train,zebra,horse,legs
0.956,0.956,0.956,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,deer,coat
0.971,0.9495,0.9601,634.0,horse,1,26,602,6,resnet50,patched_in,train,horse,deer,coat
0.9652,0.9844,0.9747,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,deer,coat
0.9533,0.956,0.9546,704.0,deer,0,673,12,19,resnet50,patched_in,train,horse,deer,face
0.9708,0.9432,0.9568,634.0,horse,1,28,598,8,resnet50,patched_in,train,horse,deer,face
0.9625,0.9844,0.9733,704.0,zebra,2,5,6,693,resnet50,patched_in,train,horse,deer,face
0.9782,0.956,0.967,704.0,deer,0,673,12,19,resnet50,patched_in,train,zebra,horse,coat
0.9646,0.9673,0.966,704.0,horse,1,11,681,12,resnet50,patched_in,train,zebra,horse,coat
0.9405,0.9665,0.9533,507.0,zebra,2,4,13,490,resnet50,patched_in,train,zebra,horse,coat
0.8895,0.9548,0.921,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,zebra,background
0.9713,0.9144,0.942,222.0,horse,1,14,203,5,resnet50,patched_in,valid,horse,zebra,background
0.9707,0.9707,0.9707,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,zebra,background
0.8929,0.969,0.9294,129.0,deer,0,125,0,4,resnet50,patched_in,valid,deer,zebra,background
0.9792,0.9553,0.9671,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,zebra,background
0.9827,0.9707,0.9766,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,zebra,background
0.9286,0.9548,0.9415,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,horse,legs
0.9833,0.9553,0.9691,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,horse,legs
0.9652,0.9719,0.9685,285.0,zebra,2,5,3,277,resnet50,patched_in,valid,zebra,horse,legs
0.8889,0.9302,0.9091,129.0,deer,0,120,1,8,resnet50,patched_in,valid,deer,zebra,face
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,zebra,face
0.973,0.9707,0.9718,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,zebra,face
0.8913,0.9535,0.9213,129.0,deer,0,123,0,6,resnet50,patched_in,valid,deer,horse,background
0.9792,0.9553,0.9671,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,horse,background
0.9778,0.9707,0.9742,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,horse,background
0.9086,0.9548,0.9311,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,zebra,face
0.9706,0.8919,0.9296,222.0,horse,1,10,198,14,resnet50,patched_in,valid,horse,zebra,face
0.9498,0.9707,0.9601,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,zebra,face
0.8872,0.9147,0.9008,129.0,deer,0,118,0,11,resnet50,patched_in,valid,deer,zebra,coat
0.9792,0.9553,0.9671,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,zebra,coat
0.9659,0.9707,0.9683,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,zebra,coat
0.8942,0.9548,0.9235,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,zebra,legs
0.9707,0.8964,0.9321,222.0,horse,1,13,199,10,resnet50,patched_in,valid,horse,zebra,legs
0.9589,0.9707,0.9648,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,zebra,legs
0.8895,0.9548,0.921,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,deer,legs
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,deer,legs
0.9639,0.9368,0.9502,285.0,zebra,2,13,5,267,resnet50,patched_in,valid,zebra,deer,legs
0.8942,0.9548,0.9235,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,deer,background
0.9717,0.9279,0.9493,222.0,horse,1,13,206,3,resnet50,patched_in,valid,horse,deer,background
0.9754,0.9707,0.973,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,deer,background
0.8756,0.9548,0.9135,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,deer,face
0.9833,0.9553,0.9691,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,deer,face
0.9638,0.9333,0.9483,285.0,zebra,2,16,3,266,resnet50,patched_in,valid,zebra,deer,face
0.8905,0.9457,0.9173,129.0,deer,0,122,1,6,resnet50,patched_in,valid,deer,horse,coat
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,horse,coat
0.9778,0.9707,0.9742,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,horse,coat
0.8921,0.9612,0.9254,129.0,deer,0,124,2,3,resnet50,patched_in,valid,deer,horse,face
0.9711,0.9553,0.9631,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,horse,face
0.9851,0.9707,0.9778,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,horse,face
0.9037,0.9548,0.9286,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,zebra,coat
0.9698,0.8694,0.9169,222.0,horse,1,11,193,18,resnet50,patched_in,valid,horse,zebra,coat
0.9408,0.9707,0.9555,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,zebra,coat
0.8895,0.9548,0.921,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,deer,coat
0.9716,0.9234,0.9469,222.0,horse,1,14,205,3,resnet50,patched_in,valid,horse,deer,coat
0.9754,0.9707,0.973,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,deer,coat
0.9286,0.9548,0.9415,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,horse,coat
0.9792,0.9553,0.9671,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,horse,coat
0.965,0.9684,0.9667,285.0,zebra,2,5,4,276,resnet50,patched_in,valid,zebra,horse,coat
0.8942,0.9548,0.9235,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,deer,legs
0.9717,0.9279,0.9493,222.0,horse,1,13,206,3,resnet50,patched_in,valid,horse,deer,legs
0.9754,0.9707,0.973,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,deer,legs
0.9185,0.9548,0.9363,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,horse,background
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,horse,background
0.9647,0.9579,0.9613,285.0,zebra,2,7,5,273,resnet50,patched_in,valid,zebra,horse,background
0.8913,0.9535,0.9213,129.0,deer,0,123,1,5,resnet50,patched_in,valid,deer,horse,legs
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,horse,legs
0.9802,0.9707,0.9754,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,horse,legs
0.8667,0.9548,0.9086,177.0,deer,0,169,1,7,resnet50,patched_in,valid,horse,deer,face
0.9707,0.8964,0.9321,222.0,horse,1,19,199,4,resnet50,patched_in,valid,horse,deer,face
0.973,0.9707,0.9718,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,horse,deer,face
0.9185,0.9548,0.9363,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,horse,face
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,horse,face
0.9647,0.9579,0.9613,285.0,zebra,2,7,5,273,resnet50,patched_in,valid,zebra,horse,face
0.8913,0.9535,0.9213,129.0,deer,0,123,1,5,resnet50,patched_in,valid,deer,zebra,legs
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,deer,zebra,legs
0.9802,0.9707,0.9754,409.0,zebra,2,7,5,397,resnet50,patched_in,valid,deer,zebra,legs
0.8848,0.9548,0.9185,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,deer,coat
0.9751,0.9553,0.9651,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,deer,coat
0.9638,0.9333,0.9483,285.0,zebra,2,14,5,266,resnet50,patched_in,valid,zebra,deer,coat
0.9086,0.9548,0.9311,177.0,deer,0,169,1,7,resnet50,patched_in,valid,zebra,deer,background
0.9833,0.9553,0.9691,246.0,horse,1,8,235,3,resnet50,patched_in,valid,zebra,deer,background
0.9647,0.9579,0.9613,285.0,zebra,2,9,3,273,resnet50,patched_in,valid,zebra,deer,background
0.9804,0.9943,0.9873,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,deer,face
0.9986,0.9929,0.9957,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,deer,face
0.992,0.9803,0.9861,507.0,zebra,2,9,1,497,inception_v3,patched_in,train,zebra,deer,face
0.984,0.988,0.986,499.0,deer,0,493,0,6,inception_v3,patched_in,train,deer,horse,legs
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,horse,legs
0.9915,0.9957,0.9936,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,horse,legs
0.984,0.988,0.986,499.0,deer,0,493,0,6,inception_v3,patched_in,train,deer,zebra,background
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,zebra,background
0.9915,0.9957,0.9936,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,zebra,background
0.9845,0.9943,0.9894,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,deer,coat
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,deer,coat
0.9921,0.9882,0.9901,507.0,zebra,2,6,0,501,inception_v3,patched_in,train,zebra,deer,coat
0.9873,0.9943,0.9908,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,horse,face
0.9986,0.9929,0.9957,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,horse,face
0.9921,0.9901,0.9911,507.0,zebra,2,4,1,502,inception_v3,patched_in,train,zebra,horse,face
0.9642,0.9943,0.979,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,zebra,legs
1.0,0.8533,0.9209,634.0,horse,1,23,541,70,inception_v3,patched_in,train,horse,zebra,legs
0.9045,0.9957,0.9479,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,zebra,legs
0.9602,0.9943,0.977,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,deer,legs
1.0,0.9369,0.9674,634.0,horse,1,26,594,14,inception_v3,patched_in,train,horse,deer,legs
0.975,0.9957,0.9852,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,deer,legs
0.9823,0.8898,0.9338,499.0,deer,0,444,0,55,inception_v3,patched_in,train,deer,zebra,face
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,zebra,face
0.9272,0.9957,0.9603,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,zebra,face
0.984,0.986,0.985,499.0,deer,0,492,0,7,inception_v3,patched_in,train,deer,horse,background
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,horse,background
0.9901,0.9957,0.9929,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,horse,background
0.9602,0.9943,0.977,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,zebra,background
1.0,0.9322,0.9649,634.0,horse,1,26,591,17,inception_v3,patched_in,train,horse,zebra,background
0.9709,0.9957,0.9832,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,zebra,background
0.955,0.9943,0.9743,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,deer,background
1.0,0.918,0.9572,634.0,horse,1,30,582,22,inception_v3,patched_in,train,horse,deer,background
0.9642,0.9957,0.9797,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,deer,background
0.9859,0.9943,0.9901,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,deer,legs
0.9986,0.9929,0.9957,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,deer,legs
0.9921,0.9882,0.9901,507.0,zebra,2,5,1,501,inception_v3,patched_in,train,zebra,deer,legs
0.9841,0.99,0.987,499.0,deer,0,494,3,2,inception_v3,patched_in,train,deer,horse,face
0.9957,0.9929,0.9943,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,horse,face
0.9972,0.9957,0.9964,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,horse,face
0.9873,0.9943,0.9908,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,horse,background
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,horse,background
0.9921,0.9921,0.9921,507.0,zebra,2,4,0,503,inception_v3,patched_in,train,zebra,horse,background
0.9777,0.9943,0.9859,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,zebra,face
1.0,0.5931,0.7446,634.0,horse,1,13,376,245,inception_v3,patched_in,train,horse,zebra,face
0.7379,0.9957,0.8476,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,zebra,face
0.9887,0.9943,0.9915,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,deer,background
0.9986,0.9929,0.9957,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,deer,background
0.9921,0.9921,0.9921,507.0,zebra,2,3,1,503,inception_v3,patched_in,train,zebra,deer,background
0.979,0.7475,0.8477,499.0,deer,0,373,0,126,inception_v3,patched_in,train,deer,zebra,coat
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,zebra,coat
0.8476,0.9957,0.9157,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,zebra,coat
0.9839,0.98,0.9819,499.0,deer,0,489,2,8,inception_v3,patched_in,train,deer,horse,coat
0.9971,0.9929,0.995,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,horse,coat
0.9887,0.9957,0.9922,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,horse,coat
0.9834,0.9519,0.9674,499.0,deer,0,475,0,24,inception_v3,patched_in,train,deer,zebra,legs
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,deer,zebra,legs
0.9669,0.9957,0.9811,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,deer,zebra,legs
0.9845,0.9943,0.9894,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,zebra,coat
1.0,0.4306,0.602,634.0,horse,1,8,273,353,inception_v3,patched_in,train,horse,zebra,coat
0.6626,0.9957,0.7957,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,zebra,coat
0.9873,0.9943,0.9908,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,horse,legs
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,horse,legs
0.9921,0.9921,0.9921,507.0,zebra,2,4,0,503,inception_v3,patched_in,train,zebra,horse,legs
0.9309,0.9943,0.9615,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,deer,coat
1.0,0.9006,0.9477,634.0,horse,1,49,571,14,inception_v3,patched_in,train,horse,deer,coat
0.975,0.9957,0.9852,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,deer,coat
0.8294,0.9943,0.9044,704.0,deer,0,700,0,4,inception_v3,patched_in,train,horse,deer,face
1.0,0.7666,0.8679,634.0,horse,1,141,486,7,inception_v3,patched_in,train,horse,deer,face
0.9846,0.9957,0.9901,704.0,zebra,2,3,0,701,inception_v3,patched_in,train,horse,deer,face
0.9859,0.9943,0.9901,704.0,deer,0,700,0,4,inception_v3,patched_in,train,zebra,horse,coat
1.0,0.9929,0.9964,704.0,horse,1,5,699,0,inception_v3,patched_in,train,zebra,horse,coat
0.9921,0.9901,0.9911,507.0,zebra,2,5,0,502,inception_v3,patched_in,train,zebra,horse,coat
0.9412,0.9944,0.967,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,horse,zebra,background
0.9904,0.9279,0.9581,222.0,horse,1,9,206,7,inception_v3,patched_in,valid,horse,zebra,background
0.9806,0.9902,0.9854,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,horse,zebra,background
0.9549,0.9845,0.9695,129.0,deer,0,127,0,2,inception_v3,patched_in,valid,deer,zebra,background
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,zebra,background
0.9951,0.9902,0.9926,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,zebra,background
0.9778,0.9944,0.986,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,zebra,horse,legs
1.0,0.9837,0.9918,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,zebra,horse,legs
0.9965,1.0,0.9982,285.0,zebra,2,0,0,285,inception_v3,patched_in,valid,zebra,horse,legs
0.9487,0.8605,0.9024,129.0,deer,0,111,0,18,inception_v3,patched_in,valid,deer,zebra,face
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,zebra,face
0.9574,0.9902,0.9736,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,zebra,face
0.9542,0.969,0.9615,129.0,deer,0,125,0,4,inception_v3,patched_in,valid,deer,horse,background
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,horse,background
0.9902,0.9902,0.9902,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,horse,background
0.9462,0.9944,0.9697,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,horse,zebra,face
0.9846,0.5766,0.7273,222.0,horse,1,8,128,86,inception_v3,patched_in,valid,horse,zebra,face
0.8232,0.9902,0.899,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,horse,zebra,face
0.9429,0.7674,0.8462,129.0,deer,0,99,0,30,inception_v3,patched_in,valid,deer,zebra,coat
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,zebra,coat
0.931,0.9902,0.9597,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,zebra,coat
0.9724,0.9944,0.9832,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,horse,zebra,legs
0.9899,0.8874,0.9359,222.0,horse,1,3,197,22,inception_v3,patched_in,valid,horse,zebra,legs
0.9463,0.9902,0.9677,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,horse,zebra,legs
0.9778,0.9944,0.986,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,zebra,deer,legs
1.0,0.9837,0.9918,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,zebra,deer,legs
0.9965,1.0,0.9982,285.0,zebra,2,0,0,285,inception_v3,patched_in,valid,zebra,deer,legs
0.9362,0.9944,0.9644,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,horse,deer,background
0.9903,0.9234,0.9557,222.0,horse,1,10,205,7,inception_v3,patched_in,valid,horse,deer,background
0.9806,0.9902,0.9854,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,horse,deer,background
0.9617,0.9944,0.9778,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,zebra,deer,face
1.0,0.9837,0.9918,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,zebra,deer,face
0.9965,0.9895,0.993,285.0,zebra,2,3,0,282,inception_v3,patched_in,valid,zebra,deer,face
0.9545,0.9767,0.9655,129.0,deer,0,126,0,3,inception_v3,patched_in,valid,deer,horse,coat
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,horse,coat
0.9926,0.9902,0.9914,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,horse,coat
0.9549,0.9845,0.9695,129.0,deer,0,127,0,2,inception_v3,patched_in,valid,deer,horse,face
0.9918,0.9837,0.9878,246.0,horse,1,4,242,0,inception_v3,patched_in,valid,deer,horse,face
0.9951,0.9902,0.9926,409.0,zebra,2,2,2,405,inception_v3,patched_in,valid,deer,horse,face
0.967,0.9944,0.9805,177.0,deer,0,176,0,1,inception_v3,patched_in,valid,horse,zebra,coat
