Full filepath,Full Class Index,sensitivityscore_before_features.19,sensitivityscore_After_features.19_0.5,sensitivityscore_After_features.19_0.6,sensitivityscore_After_features.19_0.7,sensitivityscore_After_features.19_0.8,sensitivityscore_before_features.20,sensitivityscore_before_features.22,sensitivityscore_before_features.23,sensitivityscore_before_features.24,sensitivityscore_After_features.24_0.5,sensitivityscore_After_features.24_0.6,sensitivityscore_After_features.24_0.7,sensitivityscore_After_features.24_0.8
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,0.011471266,0.015192156,0.001891807,0.00755251,-0.010917345,0.002254622,0.004208235,0.018865686,0.038320176,-0.004041376,-0.003119938,0.017625816,-0.018122084
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,0.000299556,-0.014051953,-0.002817504,-0.011536751,-0.008103428,-0.017824877,-0.007470381,-0.011909739,0.025962349,-0.002032219,-0.022601653,-0.01761142,-0.02653931
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,-0.003472081,0.025871484,-0.01211729,-0.016646652,-0.001873161,-0.01590411,-0.008710436,-0.03240774,-0.014126712,0.01682502,-0.001655478,-0.01348451,0.000340887
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,0.008341588,-0.008504802,0.004232246,-0.014665676,-0.013684995,0.002514982,-0.002806547,-0.004152601,0.022901883,0.007070639,-0.006682555,0.003526876,-0.008342883
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.017794661,0.016659774,0.001521233,0.002000035,-0.005820649,0.019825095,0.011211229,0.03757661,0.05513357,0.033076424,0.025718587,0.024586238,0.021649627
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,0.010255114,-0.00184383,0.000845641,-0.00807308,0.012116803,0.00388484,-0.002156121,0.012517186,0.044664666,0.000594948,0.005128848,-0.00234462,0.010213448
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,0.012291968,-0.008674677,-0.012754315,-0.017076511,-0.01572325,-0.00089516,-0.006327556,0.003710617,0.014755722,0.006950852,-0.011397987,0.005394292,-0.010037746
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.003951821,0.013664696,-0.003557233,-0.009731177,-0.002425417,0.003077984,-0.000465722,-0.007004688,-0.003398899,0.006644062,-0.015885588,-0.003981959,0.014119403
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.004123469,0.008144548,0.002553578,-0.009160817,0.007592465,0.008403827,-0.006261618,-0.001901801,0.012563999,-0.016626392,-0.007516577,0.002231152,0.005789411
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,0.003463757,0.006412569,-0.006916761,-0.011548087,-0.003888709,-0.000508958,0.001209831,-0.012561729,0.025282638,-0.016334422,-0.028349426,-0.011383839,-0.022853414
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.007513082,0.016061924,0.010980619,-0.007008884,0.015724719,-0.00786035,-0.003340031,0.002762502,0.001740931,0.026389431,-0.001560718,0.003916093,0.025928654
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,0.006117932,-0.003226951,-0.019251844,-0.017047213,-0.011154617,0.001375524,0.011511864,0.030296046,0.040834755,0.020342745,-0.004084561,0.00234442,-0.025897238
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.008260509,0.000221972,0.005509028,-0.007362193,0.000515886,-0.011915196,-0.005473428,-0.009318409,0.013250662,-0.007177556,-0.008278353,-0.014639616,0.014135821
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,-0.001100165,0.022924418,0.026768524,0.013997906,0.015959179,-0.013070559,0.002598557,0.006539762,0.02554576,0.0151751,-0.008107317,-0.0117504,0.004523209
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.003731473,0.017142098,0.013612271,0.011181038,0.005427918,0.001025235,-0.000178824,0.000516728,-0.004597766,0.029690709,-0.004157702,-0.008129207,0.008595743
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,0.001847962,0.014117578,0.015270133,-0.014196177,-0.013733606,0.006864405,0.006287668,0.0112195,0.01536571,0.04955926,0.05271198,0.052263156,0.060804777
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,0.005263343,0.014675538,0.014014668,0.011495991,0.025596932,0.00265176,0.005110822,0.01567417,0.012734845,0.06816445,0.051704187,0.029430032,0.048899926
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,0.008191776,0.018337538,0.003458151,-0.004328546,-0.000229871,0.008714499,0.013365721,0.04560487,0.028861962,0.07010439,0.06511843,0.03664715,0.039447207
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,-0.006335862,0.002162286,-0.000273207,-0.013944064,0.010419234,0.00286455,0.00726451,0.03309705,0.022121612,0.069588155,0.08079763,0.042736165,0.037265155
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.013808927,-0.001089617,0.01218495,0.008026652,-0.004545978,0.013530403,0.005012903,0.026898684,0.002700464,0.047843307,0.044972375,0.038839735,0.055224255
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,-0.003771057,0.02915953,0.014291954,0.001549047,0.000325238,-0.005688414,0.006843706,0.009563303,0.006217132,0.037689354,0.08318937,0.06789257,0.046932023
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,0.001652961,0.01934179,0.022649013,0.011753358,0.027979594,0.00029232,0.002980247,0.004082955,0.011609478,0.0724761,0.10276948,0.0599192,0.045332275
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.010220919,0.013335324,0.016488576,0.015725315,0.014135241,0.010571018,0.003833796,0.006055263,0.008243168,0.05475668,0.044064768,0.03350985,0.03468395
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,-0.00273188,0.001173585,0.0220073,0.000470741,0.021791551,-0.004247056,-0.001365026,-0.001300476,0.004341351,0.08242025,0.0891316,0.055581458,0.07388213
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.007996617,-0.001549249,0.008478786,-0.007112831,0.003623835,0.006984701,0.004600545,0.018652013,0.032076046,0.067402214,0.091666535,0.08554127,0.041647866
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,-0.002430525,0.013415149,0.022435982,0.008101447,0.02885374,-0.000485204,0.002032723,0.016085641,0.012921399,0.06330509,0.09600021,0.05924545,0.06163258
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,-0.007134559,0.014162412,0.02374121,-0.009212149,0.02404143,-0.010617055,0.003866647,0.010068198,0.002811821,0.053217568,0.08215043,0.024696486,0.039972194
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,0.004630259,-0.00745202,-0.026020534,-0.02699067,-0.02174255,0.012108472,0.001712946,0.005077447,0.009531686,0.035963498,0.030532192,0.021958567,0.016332101
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,-0.001546216,0.017249044,0.019003512,0.013563504,0.0248927,0.003809224,0.006912774,0.013583971,0.02070306,0.04985375,0.07237248,0.0638309,0.04760462
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.017575748,0.01338052,0.001354253,0.021999316,0.008503765,0.005973698,0.006464745,0.020084051,0.012659757,0.09110881,0.08521852,0.04361416,0.053887818
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,0.002136234,0.01120075,0.004715513,-0.004772789,-0.010930744,0.001180894,0.007514051,0.012466575,0.002528376,0.047013875,0.05094535,0.027234519,0.053208932
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,0.009079679,0.01291601,0.012503026,-0.008353592,-0.002061335,0.008771548,0.005537337,0.022916839,-0.002031895,0.06539637,0.06458594,0.059279878,0.057378687
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.010648792,0.011870403,0.01247334,7.55E-06,0.027086312,0.007392759,0.015036762,0.035844408,0.010632562,0.060113013,0.08641246,0.05756035,0.052474875
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,0.016186431,0.013439843,0.005013162,-0.004116617,0.010697633,0.011844097,0.013070165,0.029935986,4.23E-05,0.060975604,0.084001884,0.08180423,0.046390615
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.003649482,0.020292448,0.020012302,0.011294713,0.02480781,-0.001394504,0.012468195,0.023133349,0.032132518,0.0542382,0.08473024,0.046496317,0.032785267
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,0.003551662,0.014253703,0.003180823,-0.001408925,-0.009574628,0.003481594,0.015214028,0.02381408,0.010554825,0.049284495,0.06201224,0.054466173,0.056202274
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,2,0.000506415,0.00547881,0.03046663,0.003470103,0.022866614,0.009725995,0.002455337,0.000338599,0.008702537,0.07279295,0.039721984,0.015451403,0.03653884
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,0.018350977,0.002714775,0.011339338,0.011752067,-0.00148852,0.010581908,0.011588691,0.05082175,0.005490893,0.072949044,0.10346907,0.063494675,0.05490346
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,-0.003463195,0.005931428,0.010387219,0.00255319,0.002957851,-0.003644028,0.003852678,0.018822715,0.002960275,0.05610603,0.06890501,0.035413958,0.012324473
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,0.007254832,0.005509858,0.016744228,0.001859895,0.008436287,0.00664158,0.000188138,0.006632152,0.01740977,0.060986646,0.035785295,0.036658727,0.025228698
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,0.00535194,0.016430154,0.012245593,0.001672926,0.016008807,0.003243785,0.007478044,0.021715734,0.001117138,0.07450801,0.08267251,0.04430319,0.037869286
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,0.01778127,0.008432956,0.010649557,0.001288036,0.002569918,0.021649204,0.013982477,0.034246404,0.01579002,0.050816752,0.061105117,0.04496678,0.015360249
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,0.005315973,0.015575714,0.010607096,0.016216572,0.007664833,0.002782593,0.003796986,0.003924422,-0.007072573,0.03701877,0.04471063,0.050510414,0.05140759
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,0.013893727,-0.004800289,-0.013037853,-0.022148699,-0.008250064,0.011549098,0.008598851,0.02718693,0.014312911,0.05076789,0.045228843,0.02531483,0.02331433
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,0.004115807,0.021269212,0.004163433,0.004591085,0.014737787,-0.00144824,0.007498929,-0.000719361,0.006880992,0.06207318,0.05534289,0.030690683,0.029919356
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,0.002430114,-0.004041969,0.010612726,0.00282454,0.005347547,0.004658841,0.007213766,0.00738817,0.004062449,0.028916331,0.050973393,0.019268923,0.030253267
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,0.012506196,0.010089356,0.01665539,-0.003077335,0.004128761,0.004766586,0.004938523,0.023624225,0.024025548,0.06396625,0.07882485,0.06606911,0.039618626
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,0.015310714,0.013258272,0.008448308,-0.001839471,-0.003110922,0.012078723,0.013041223,0.040866736,0.030175127,0.066485785,0.09031412,0.05209083,0.047389776
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,-0.012865897,0.023871552,0.016291048,0.0102682,0.011506902,-0.014441472,-0.000373437,-0.011979638,-0.019086491,0.06649834,0.06446944,0.0795921,0.065076925
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,0.023006264,-0.00295625,0.013599975,-0.012160085,-8.46E-05,0.029892096,0.007301294,0.03756883,0.030980866,0.066473775,0.06852302,0.030933246,0.052955184
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,-0.008230352,0.005389851,0.005991333,0.016383268,0.007962562,-0.004331858,0.001318031,-0.003766108,-0.016725088,0.0724697,0.091078445,0.05642093,0.044632144
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,0.002928859,0.00692903,0.006879014,-0.014211966,0.010149421,-0.000220721,0.010574653,0.026987225,0.01007803,0.06543143,0.066798225,0.055416826,0.05857019
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,-0.000931573,0.014756173,0.011437714,-0.011939494,0.010169194,-0.005103155,-0.001736402,-0.005344042,0.006425111,0.012624821,0.04735775,0.03825102,0.051961828
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,2,0.002883124,0.018694296,-0.000946577,0.00034066,0.0194308,0.004715494,0.007737519,0.021469131,0.005287852,0.050608248,0.051569756,0.036848575,0.022892706
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,0.006783019,0.002709501,0.014636776,0.001680725,0.015829949,0.010612603,-0.002182958,0.000139294,0.008480274,0.07896826,0.07587498,0.024939455,0.03569017
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,0.013849601,0.01724759,0.016699541,0.008416062,0.0091204,0.010615337,0.006667535,0.0039914,-0.010768489,0.0388287,0.01684687,0.003184074,0.02488704
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,-0.004597265,0.006160903,0.004211312,-0.001322093,-0.001109707,-0.006177942,0.008716807,0.031210795,0.01449726,0.044946652,0.073106736,0.060218453,0.04681795
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,0.004364865,0.016111063,0.019325735,0.007071337,0.020719912,0.002763843,0.003095274,0.015045119,0.020009298,0.0564854,0.050558202,0.072435506,0.047734663
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,0.004276974,-0.001814649,0.01085473,-0.012357652,0.01020919,0.012482617,0.002764853,0.005452819,0.011861146,0.053595517,0.060238812,0.05198882,0.023683595
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,2,-0.002846162,0.00904234,0.009829886,-0.012070702,-0.009675521,-0.003194648,0.008737343,-0.00286435,-0.00550831,0.077057794,0.070199266,0.037469193,0.056147177
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,0.006644859,0.001507476,0.009236096,-0.000195194,0.00599735,0.008208104,0.009322117,0.011759118,0.014812411,0.040047824,0.067792,0.029255638,0.04304432
