Full filepath,Full Class Index,sensitivityscore_before_layer1.0.conv1,sensitivityscore_before_layer1.0.conv2,sensitivityscore_before_layer1.0.conv3,sensitivityscore_before_layer4.0.conv1,sensitivityscore_before_layer4.0.conv2,sensitivityscore_before_layer4.0.conv3,sensitivityscore_before_layer4.1.conv1,sensitivityscore_before_layer4.1.conv2,sensitivityscore_before_layer4.1.conv3,sensitivityscore_before_layer4.2.conv1,sensitivityscore_before_layer4.2.conv2,sensitivityscore_before_layer4.2.conv3,sensitivityscore_After_layer4.2.conv3_0.5,sensitivityscore_After_layer4.2.conv3_0.6,sensitivityscore_After_layer4.2.conv3_0.7,sensitivityscore_After_layer4.2.conv3_0.8
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,-0.010185076,-0.005115401,-0.0012403735,0.008539925,0.010885367,0.00739727,0.009474537,0.011870866,0.007469591,0.0104414625,0.01513195,0.020802135,-0.07036884,-0.04731116,-0.030987028,-0.014270125
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,0.00841589,0.0033375456,0.0022707672,-0.0066931457,-0.01436463,0.0033347001,-0.010834221,-0.01798353,0.0076723634,0.0031943256,0.0029139295,0.019494321,-0.078327164,-0.057695877,-0.037792265,-0.017473472
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,-0.0065071215,-0.0069503314,0.0014163565,0.0054768715,-0.00079805544,7.6567754e-05,0.008860046,0.033019215,0.0020476382,0.02601728,0.0051268693,0.021120168,-0.07432088,-0.04978685,-0.033011094,-0.013171205
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,0.0085703535,0.00562526,0.0029319657,0.0122718075,0.010542335,0.00079859584,-0.0001457805,-0.01871247,0.010273055,0.018914979,0.011734478,0.017826099,-0.07619366,-0.05019728,-0.034623444,-0.014136093
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,-0.0006670095,-0.0027989645,-0.0003155879,-0.00036042195,-0.01638149,-0.009595466,-0.034091994,-0.043301508,0.0049115107,0.0030285923,-0.0038725673,0.01948547,-0.08370122,-0.061825812,-0.040712416,-0.019712867
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,-0.006944533,-0.008589167,-0.005802102,-0.0035524578,0.009496223,0.0040663676,0.0012782458,-0.0024718253,0.01591782,0.00041055307,-0.011076648,0.017459325,-0.07661992,-0.054695472,-0.037665598,-0.014831508
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,0.00896866,0.0047811847,0.00027194782,0.012133677,0.005417779,0.0088190455,0.0129148215,0.002592824,0.012013253,0.0069899503,0.0110826045,0.022129811,-0.073119864,-0.047026873,-0.029415337,-0.013761517
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,-0.007810124,0.0022648042,0.002424721,-0.00022136513,-0.0021797677,0.0023778067,-0.0062795943,-0.021533113,0.004627558,-0.0040698946,0.008052035,0.023997087,-0.078848615,-0.055047207,-0.036325015,-0.016619172
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.004471158,-0.006838213,-0.0048807403,0.009750313,-0.005698966,0.0026228912,-0.0025564455,-0.013216282,0.005088829,-0.017144578,-0.006581924,0.014022965,-0.07139934,-0.046084233,-0.03030913,-0.012536719
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.007856177,-0.0046753315,-0.0021044423,0.004386822,-0.00028098235,0.007016456,-0.003816505,-0.00997957,0.015513478,0.020288698,0.0036924584,0.020167995,-0.07592772,-0.052253276,-0.031927973,-0.013956646
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,-0.024054965,-0.008824256,-0.007098317,-0.008573233,-0.019450862,0.005732922,0.009515924,0.010290809,0.01455755,-0.019013524,-0.008637528,0.017724838,-0.07275473,-0.046910968,-0.031002317,-0.013049442
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.007076194,0.005586463,0.0026869397,0.004385486,-0.0048932577,0.0027445424,0.016418263,0.016248446,0.013043935,0.0023049712,-0.0028712433,0.023232896,-0.070262395,-0.048298463,-0.033996165,-0.009138706
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.011033641,-0.0025089514,-0.00076993124,0.011802008,0.008541128,0.01048303,0.028596314,0.01960425,9.279046e-05,0.00529922,0.013196014,0.018889453,-0.07925844,-0.05452837,-0.03788328,-0.016729109
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,0.0017884653,-0.0073464494,-0.002565749,-0.001423344,-0.002748121,-0.003977021,-0.0077599054,-0.015435792,0.011409143,0.0035546757,0.015350547,0.026087157,-0.07026752,-0.054378368,-0.030955454,-0.011398926
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.0046790335,0.0017030812,-0.00023152528,0.004835566,0.0074401754,0.0060739582,0.03374082,0.025294265,0.020815365,0.025261946,0.011147747,0.0199955,-0.078484364,-0.048610985,-0.03431476,-0.01644845
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,-0.0134000825,-0.015606969,-0.003205256,-0.001289935,-0.002502835,0.011751695,0.006206196,0.019233935,0.015251502,-0.014536812,-0.014727109,0.02082739,-0.072307006,-0.050278377,-0.033040073,-0.011169913
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.00077201554,-0.0069693867,0.0010484466,-0.0009913468,0.005340403,0.012280009,0.0024010167,-0.0020556622,0.010684678,0.008107458,0.02617985,0.024356075,-0.08213149,-0.06060771,-0.04009529,-0.019206487
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,-0.013707918,-0.0047570714,-0.003934959,-0.00040529924,0.0055867117,0.0034596934,0.00025485083,-0.00341509,0.019762365,0.0297658,0.014693967,0.018791584,-0.07755118,-0.05328259,-0.037035085,-0.017373256
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.006063456,-0.0018599927,-0.0007573336,0.009063543,0.024575774,0.016333379,0.023875974,-0.009402062,0.015763942,0.012184337,0.0018907371,0.018442675,-0.0749992,-0.046978883,-0.03345592,-0.012940197
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,0.0024969222,0.0027088055,0.002228865,-0.009709995,-0.01764838,-0.00025362964,0.014699339,0.038727816,0.0064731934,0.0154245915,0.024613015,0.014410462,0.11730564,0.13002746,0.07793612,0.078084886
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,-0.00073873356,-0.00049523776,-0.002826816,-0.005093159,-0.005398898,-0.007684999,-0.004070715,-0.00052821334,0.008032998,-0.0055213645,-0.0009521665,0.018307764,0.11456253,0.12966517,0.078799814,0.078932226
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,-0.0076154205,-0.0042514955,-0.0068945307,0.0035182252,0.00846691,0.01598128,0.011883017,0.026934223,0.017407801,0.022633448,0.00078851636,0.008589492,0.10326286,0.12389167,0.07701002,0.07620882
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,-0.004942615,0.005443018,0.0025210849,-0.0026519394,-0.011324642,-0.005201456,0.0039187563,0.0007445338,0.0018071077,-0.010181691,-0.0020453553,0.014607687,0.11597121,0.13836971,0.08030501,0.08281793
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.0016516995,0.0039853053,-0.0006894038,0.0013080306,-0.012657823,-0.002756743,0.0061441925,-0.003396429,0.0056877527,0.007305566,0.00913465,0.012760808,0.11648569,0.1376597,0.079602964,0.08239144
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,-0.002045055,0.007807308,0.0028307047,0.0007526465,0.005503963,0.0016036076,0.024826128,0.017265473,0.0025351748,0.008875785,-0.0043605957,0.010005711,0.118120134,0.13812727,0.08027241,0.08341697
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,0.001320959,-0.0026098182,0.0014249771,-0.011138063,-0.0051304493,-0.010766849,-0.0039542904,-0.017597694,-0.0020035224,-0.03460555,-0.008893281,0.009128479,0.10975584,0.13154209,0.07506862,0.08033039
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,-0.00197933,-0.0023731831,0.0015716855,-0.009806523,-0.01206618,-0.0014419187,-0.019269628,-0.014501335,-0.005893607,-0.014164159,-0.01197319,0.011480039,0.11507334,0.13715784,0.07875776,0.08501986
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,0.019306486,0.006250644,-0.001382062,-0.0020475048,-0.0025909878,0.0037680885,-0.0004888326,-0.0022295555,-0.0010294062,-0.0104129985,-0.01054258,0.00913124,0.108660124,0.1339128,0.07647912,0.08239563
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.0034978036,0.000113224494,0.0015289844,-0.0035246925,0.0028609517,0.006433578,0.007542256,0.020277664,0.001871505,0.017032363,0.010933049,0.013606634,0.11216645,0.13553084,0.074149534,0.081612624
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,0.0006599809,0.0057414845,-0.001303448,0.002628873,-0.0051629497,-0.0038477103,0.01732178,0.008487379,0.004962272,0.008308048,0.0053899884,0.014462894,0.11408232,0.13006951,0.079754904,0.07971746
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,0.0052267862,0.005868852,0.0047728047,-0.003990862,-0.021004569,-0.0020678455,0.0127837695,0.0037525357,0.00040274672,-0.027335847,-0.005280479,0.016772216,0.1135446,0.13410902,0.08091915,0.081049785
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,0.0047315164,0.0026126886,0.0030685624,0.0029981178,0.011514445,0.0025730594,0.019514984,0.00618388,0.004773669,0.0056579197,-0.0011383726,0.014070419,0.11535072,0.13818642,0.08202112,0.08519753
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,-0.013098936,0.0012895211,-0.0005694361,-0.0038243225,-0.022125028,-0.0067598596,0.008956215,0.010803898,-0.00089122914,0.008594629,0.004742132,0.013253843,0.11536637,0.13607809,0.082286954,0.0848996
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,0.0023288182,0.0063796705,-0.00020421552,-0.000717531,-0.0023162481,0.0052530104,0.012243643,0.009261969,0.010577527,0.019663233,0.008602896,0.010189774,0.10782416,0.1292346,0.07442798,0.08111834
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,-0.008248099,-0.009223388,-0.0017350665,0.00038884894,-0.004031847,-0.0016331647,0.006307834,0.030768026,0.0036916747,0.0069564874,0.0016797963,0.011289818,0.11690061,0.13610967,0.081505224,0.08361286
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,0.0010936349,0.0022029374,-0.00048185972,-0.0009668921,0.0010348305,0.0017322088,0.0117016705,0.00720156,-0.0068858787,0.0047497987,0.007711442,0.0071320953,0.1207505,0.13437374,0.08210412,0.08540566
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.004464825,0.0034495895,0.00053403014,-0.00018733041,-0.0008339877,-0.0077747926,0.01966579,0.034259744,0.000121853314,0.004550621,-0.02382156,0.007863929,0.10658215,0.13154685,0.07293726,0.07963547
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,-0.0007250637,-0.0076022027,-0.0019585562,-0.0045444868,0.0007787256,0.0031968383,0.023528153,0.020755073,0.004617623,0.010611089,0.01450455,0.014939865,0.117506206,0.1418766,0.08223812,0.084478274
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.009950789,0.0013995913,-0.00088417425,-0.0022228016,-0.006229963,-0.00028565864,0.006443743,0.004569468,0.006288789,0.01759667,-0.0017658361,0.012486426,0.115007415,0.13097903,0.075679414,0.07825808
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,0.00013535708,-0.0001925464,-0.0014824662,0.0066854972,0.009039677,0.009109877,-0.004916742,0.013215458,-0.0027401259,-0.0032756473,-0.002871605,0.010879162,0.1120062,0.13497072,0.077566475,0.08111849
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,2,-0.0044047455,0.0018256707,-0.0015007684,-0.0085076075,-0.0024437453,0.000863886,0.01102347,0.0133160055,0.0033919783,-0.010903236,-0.0051720086,0.01374412,0.113012105,0.12957595,0.081614986,0.08221541
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,9.283284e-05,0.0028049564,0.0025589871,0.005698235,0.009325256,0.0016003706,0.015755244,0.010738488,0.0024790028,0.0026008892,0.0057305773,0.008542312,0.10933611,0.13375963,0.07829136,0.080825694
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,-0.008256957,-0.0029759943,0.0007337744,-0.0094882455,-0.00884106,0.0020016914,-0.004920917,-0.0084073,0.00426424,-0.019029971,-0.0180839,0.0127952285,0.11291009,0.1300579,0.079409465,0.08517893
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,0.006502893,-0.00037260656,0.0037634675,-0.0034672867,-0.016275194,-0.0015091182,-0.025899466,-0.016609242,0.002628107,-0.042739257,-0.02024128,0.009786158,0.11652566,0.1361341,0.08279824,0.08253808
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,-0.0038542314,-0.007284538,-0.0041158576,0.006039747,-0.0062325676,-0.0017004824,0.006357977,0.0068525714,0.003921323,-0.006233893,0.0007361993,0.014091106,0.117514566,0.13320921,0.08317201,0.082380384
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,0.0009313077,0.005936364,0.0024968225,-0.004247791,-0.015748816,0.0018185627,0.0008642394,0.0043469337,0.0022521105,-0.00029753987,-0.008461779,0.011507772,0.11463998,0.12759763,0.075195,0.08096859
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,0.0040292274,0.006677963,-0.00090457976,0.0023162419,0.011623069,0.0052910545,0.016772036,0.02739311,0.0009785021,0.0003729537,-0.0014901005,0.01191527,0.11570709,0.1369672,0.08213987,0.08327335
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,-0.005390635,-0.0005221821,-0.004415853,0.0065309713,-0.008030918,0.008799674,0.017574789,0.00969556,0.0028361531,-0.002848959,0.007992741,0.017869905,0.11525674,0.13171512,0.080136314,0.08385464
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,7.162031e-05,-0.0071842675,-0.002685515,0.013422167,0.008897457,0.007378404,0.0064324676,0.011829015,-0.0006143898,-0.01131586,-0.012806123,0.011718025,0.11914444,0.13733688,0.07790637,0.08270514
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,-0.001087897,-0.00397248,0.00022864004,0.003456327,0.0048648724,0.0039104726,0.011177095,0.016734082,0.0044776723,-0.0013408186,0.006596245,0.016656028,0.11378409,0.13386653,0.08029832,0.083017096
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,0.0030758537,0.00049266673,0.00025097572,-0.0032412321,0.007834805,0.01111605,0.048236847,0.0138239665,0.0077495724,0.007581759,0.014489994,0.0120483935,0.11650455,0.12841055,0.07651763,0.08304569
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,-0.0028201926,-0.0076946104,-0.0037999707,-0.007493214,-0.005910527,0.007959146,0.018226847,0.006652097,0.0046453164,-0.0053502247,-0.011397132,0.003986896,0.10994451,0.13098693,0.07629755,0.08135371
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,0.006722438,-0.0019606918,0.0003366454,0.003593996,0.0132553335,0.008773837,0.035936855,0.03325716,-0.0006256453,0.015817132,0.0018687947,0.011120504,0.11850649,0.14165308,0.08486168,0.08721356
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,-0.0012961596,0.0023223364,0.00068735256,-0.0019814752,-0.0059552724,0.0011900892,0.011494249,0.018433278,0.0017462489,0.0038207918,-0.004939559,0.011216802,0.11079927,0.13656457,0.08005259,0.08363733
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,-0.003367138,0.0014147325,-0.0009426613,-0.0136237135,-0.021274747,-0.0020483858,0.00583209,-0.005283772,-0.0076440345,0.0027044457,0.0016651731,0.009077164,0.116195574,0.13752618,0.076661855,0.08324975
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,-0.009801628,0.00148209,-0.001980097,-0.008606106,-0.014249159,0.0050035743,0.012516939,0.035020515,0.00030974415,0.008190655,-0.0019701687,0.0142456,0.11663262,0.1395657,0.08223458,0.08366404
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,0.015504696,0.005260057,0.00129907,0.002611645,0.0025374088,0.0052469084,0.012395948,0.0053871297,0.0006992598,-0.019265046,-0.0024624607,0.015892856,0.11538748,0.13173272,0.08005125,0.08136979
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,2,-0.00067161396,0.0050799455,0.0043137185,-0.0064344904,-0.005167961,0.0040501985,-0.014108433,-0.0010139727,0.0025807617,-0.012557455,0.0009933137,0.011905448,0.116468176,0.13993084,0.0830941,0.08596688
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,0.00426142,0.009833906,0.0054384544,-0.010950677,-0.016412165,-0.007949289,-0.0057882974,0.0028149588,-0.0046227174,-0.02538845,-0.014063029,0.010468609,0.11683278,0.13268021,0.0791241,0.084371924
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,0.0042808,-0.0005817694,0.0029803095,-0.0030614808,0.0006696647,-0.00078769977,0.0103017315,0.02331914,-0.004048122,0.023809437,0.014460656,0.011082851,0.113642596,0.13785079,0.07637842,0.087884106
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,0.002217352,0.0008379185,-0.00016382814,-0.008199214,-0.011863302,0.0026638107,0.03458176,0.027130947,0.01449424,0.037984792,0.008931111,0.010755843,0.10537193,0.13205235,0.07334227,0.08158313
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,0.0019816032,-0.0077872565,-0.0007276366,-0.0042773094,-0.011144365,-0.005165461,0.0016031596,0.013166187,-0.0048402217,-0.003020076,0.0056324825,0.016742267,0.1168309,0.13384862,0.07986434,0.081251465
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,0.002340177,0.0015098153,-0.0010578162,-0.0051697716,-0.004609413,-0.0050044823,0.006997157,0.0019128779,0.0038165178,-0.0059258807,0.0023266156,0.018007744,0.115211815,0.13438168,0.078914,0.083951294
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,2,0.0046947272,0.001660053,0.0025256737,0.0035720048,0.0005557402,0.011270135,0.002014095,0.016409036,-0.006318546,-0.0053954115,0.0026512423,0.008950869,0.116826974,0.13228938,0.08020167,0.084126994
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,0.004762933,0.0046472563,0.0019639498,-0.0027827201,-0.0012033321,0.0031576883,0.01611777,0.009188175,-0.0050067003,-0.023367148,-0.0051583447,0.0064605623,0.113395266,0.13915467,0.07785083,0.083775505
